-36.54 -171.22 2.90 4445688162.33 -175.46 -28.60 4453032-162.07 179.07 -5.92 445944443.93 174.57 2.19 4467016-0.53 5.67 -10.73 447440,0
-36.54 -171.22 2.90 4582084162.33 -175.46 -28.60 4588388-162.07 179.07 -5.92 459591643.93 174.57 2.19 4602840-0.53 5.67 -10.73 460883,2369597
-36.54 -171.22 2.90 4715008162.33 -175.46 -28.60 4722624-162.07 179.07 -5.92 472862443.93 174.57 2.19 4736384-0.53 5.67 -10.73 474176,2504591
-36.54 -171.22 2.90 4847556162.33 -175.46 -28.60 4854792-162.07 179.07 -5.92 486055243.93 174.57 2.19 4867868-0.53 5.67 -10.73 487566,2635739
-36.54 -171.22 2.90 4983344162.33 -175.46 -28.60 4989216-162.07 179.07 -5.92 499746443.93 174.57 2.19 5005276-0.53 5.67 -10.73 501094,2771683
-36.54 -171.22 2.90 5116764162.33 -175.46 -28.60 5124496-162.07 179.07 -5.92 513124043.93 174.57 2.19 5138320-0.53 5.67 -10.73 514370,2906492
-36.54 -171.22 2.90 5249500162.33 -175.46 -28.60 5256716-162.07 179.07 -5.92 526257643.93 174.57 2.19 5269200-0.53 5.67 -10.73 527708,3037418
-36.54 -171.22 2.90 5384788162.33 -175.46 -28.60 5390660-162.07 179.07 -5.92 539738043.93 174.57 2.19 5404324-0.53 5.67 -10.73 540998,3172615
-36.54 -171.22 2.90 5517076162.33 -175.46 -28.60 5524636-162.07 179.07 -5.92 553252843.93 174.57 2.19 5539324-0.53 5.67 -10.73 554508,3307406
-36.54 -171.22 2.90 5650892162.33 -175.46 -28.60 5658260-162.07 179.07 -5.92 566494443.93 174.57 2.19 5670684-0.53 5.67 -10.73 567848,3442611
-36.54 -171.22 2.90 5786224162.33 -175.46 -28.60 5792064-162.07 179.07 -5.92 579765643.93 174.57 2.19 5804048-0.53 5.67 -10.73 581015,3577636
-36.54 -171.22 2.90 5917960162.33 -175.46 -28.60 5924576-162.07 179.07 -5.92 593060443.93 174.57 2.19 5938360-0.53 5.67 -10.73 594374,3708766
-36.54 -171.22 2.90 6049732162.33 -175.46 -28.60 6057596-162.07 179.07 -5.92 606602043.93 174.57 2.19 6071492-0.53 5.67 -10.73 607902,3840311
-36.54 -171.22 2.90 6186928162.33 -175.46 -28.60 6192324-162.07 179.07 -5.92 619915243.93 174.57 2.19 6206360-0.53 5.67 -10.73 621174,3975733
