;;;;;;;;;;;;;;;;;;;;;delta12[?s];delta23[?s];delta34[?s];delta54[?s];Razem[?s];Przesy³ SerialPort [s];Przesy³ SerialPort [Hz]
-50,76;-163,56;7,84;6408184;-96,17;162,32;-19,66;6414968;146,25;-179,15;-2,8;6420376;150,83;175,97;15,41;6427432;-0,65;9,86;-7,56;6433964;4217690;6784;5408;7056;6532;25780;0,136146;7,345056043
-50,76;-163,56;7,84;6539992;-96,17;162,32;-19,66;6548088;146,25;-179,15;-2,8;6555584;150,83;175,97;15,41;6561844;-0,65;9,86;-7,56;6567708;4347781;8096;7496;6260;5864;27716;0,130091;7,686926844
-50,76;-163,56;7,84;6673344;-96,17;162,32;-19,66;6680400;146,25;-179,15;-2,8;6688040;150,83;175,97;15,41;6693352;-0,65;9,86;-7,56;6699216;4483809;7056;7640;5312;5864;25872;0,136028;7,351427647
-50,76;-163,56;7,84;6805840;-96,17;162,32;-19,66;6811816;146,25;-179,15;-2,8;6818784;150,83;175,97;15,41;6824292;-0,65;9,86;-7,56;6830196;4615058;5976;6968;5508;5904;24356;0,131249;7,619105669
-50,76;-163,56;7,84;6935400;-96,17;162,32;-19,66;6941856;146,25;-179,15;-2,8;6948900;150,83;175,97;15,41;6954496;-0,65;9,86;-7,56;6959964;4746058;6456;7044;5596;5468;24564;0,131;7,633587786
-50,76;-163,56;7,84;7065948;-96,17;162,32;-19,66;7072448;146,25;-179,15;-2,8;7079192;150,83;175,97;15,41;7084700;-0,65;9,86;-7,56;7090148;4876064;6500;6744;5508;5448;24200;0,130006;7,691952679
-50,76;-163,56;7,84;7195796;-96,17;162,32;-19,66;7202684;146,25;-179,15;-2,8;7209596;150,83;175,97;15,41;7215356;-0,65;9,86;-7,56;7220796;5004179;6888;6912;5760;5440;25000;0,128115;7,805487258
-50,76;-163,56;7,84;7326440;-96,17;162,32;-19,66;7333504;146,25;-179,15;-2,8;7339904;150,83;175,97;15,41;7345212;-0,65;9,86;-7,56;7351248;5135046;7064;6400;5308;6036;24808;0,130867;7,641345794
-50,76;-163,56;7,84;7456904;-96,17;162,32;-19,66;7463760;146,25;-179,15;-2,8;7470120;150,83;175,97;15,41;7475860;-0,65;9,86;-7,56;7482136;5266304;6856;6360;5740;6276;25232;0,131258;7,618583248
-50,76;-163,56;7,84;7587348;-96,17;162,32;-19,66;7594104;146,25;-179,15;-2,8;7600364;150,83;175,97;15,41;7606124;-0,65;9,86;-7,56;7612864;5397173;6756;6260;5760;6740;25516;0,130869;7,641229015
-50,76;-163,56;7,84;7719020;-96,17;162,32;-19,66;7725360;146,25;-179,15;-2,8;7731024;150,83;175,97;15,41;7736796;-0,65;9,86;-7,56;7743584;5528335;6340;5664;5772;6788;24564;0,131162;7,624159436
-50,76;-163,56;7,84;7850244;-96,17;162,32;-19,66;7856352;146,25;-179,15;-2,8;7861772;150,83;175,97;15,41;7868136;-0,65;9,86;-7,56;7874796;5659419;6108;5420;6364;6660;24552;0,131084;7,628696103
-50,76;-163,56;7,84;7981684;-96,17;162,32;-19,66;7987508;146,25;-179,15;-2,8;7993376;150,83;175,97;15,41;7999096;-0,65;9,86;-7,56;8005756;5790549;5824;5868;5720;6660;24072;0,13113;7,62601998
-50,76;-163,56;7,84;8113304;-96,17;162,32;-19,66;8118564;146,25;-179,15;-2,8;8125064;150,83;175,97;15,41;8132660;-0,65;9,86;-7,56;8138104;5924145;5260;6500;7596;5444;24800;0,133596;7,48525405
-50,76;-163,56;7,84;8243732;-96,17;162,32;-19,66;8249000;146,25;-179,15;-2,8;8255832;150,83;175,97;15,41;8263332;-0,65;9,86;-7,56;8269064;6052667;5268;6832;7500;5732;25332;0,128522;7,780769051
-50,76;-163,56;7,84;8376564;-96,17;162,32;-19,66;8382976;146,25;-179,15;-2,8;8390088;150,83;175,97;15,41;8395700;-0,65;9,86;-7,56;8401584;6187792;6412;7112;5612;5884;25020;0,135125;7,400555042
-50,76;-163,56;7,84;8508224;-96,17;162,32;-19,66;8515924;146,25;-179,15;-2,8;8521616;150,83;175,97;15,41;8527356;-0,65;9,86;-7,56;8533248;6318895;7700;5692;5740;5892;25024;0,131103;7,62759052
-50,76;-163,56;7,84;8639480;-96,17;162,32;-19,66;8645168;146,25;-179,15;-2,8;8651308;150,83;175,97;15,41;8656624;-0,65;9,86;-7,56;8662076;6449817;5688;6140;5316;5452;22596;0,130922;7,638135684
-50,76;-163,56;7,84;8769032;-96,17;162,32;-19,66;8776224;146,25;-179,15;-2,8;8781928;150,83;175,97;15,41;8787688;-0,65;9,86;-7,56;8793120;6581039;7192;5704;5760;5432;24088;0,131222;7,620673363
-50,76;-163,56;7,84;8899912;-96,17;162,32;-19,66;8907544;146,25;-179,15;-2,8;8912972;150,83;175,97;15,41;8918920;-0,65;9,86;-7,56;8924372;6712037;7632;5428;5948;5452;24460;0,130998;7,633704331
-50,76;-163,56;7,84;9030808;-96,17;162,32;-19,66;9039064;146,25;-179,15;-2,8;9044928;150,83;175,97;15,41;9050240;-0,65;9,86;-7,56;9055856;6843033;8256;5864;5312;5616;25048;0,130996;7,63382088
-50,76;-163,56;7,84;9161792;-96,17;162,32;-19,66;9169576;146,25;-179,15;-2,8;9175908;150,83;175,97;15,41;9183712;-0,65;9,86;-7,56;9190912;6974152;7784;6332;7804;7200;29120;0,131119;7,626659752
-50,76;-163,56;7,84;9296136;-96,17;162,32;-19,66;9302464;146,25;-179,15;-2,8;9310124;150,83;175,97;15,41;9316308;-0,65;9,86;-7,56;9324168;7108288;6328;7660;6184;7860;28032;0,134136;7,455120177
-50,76;-163,56;7,84;9431624;-96,17;162,32;-19,66;9438600;146,25;-179,15;-2,8;9444520;150,83;175,97;15,41;9449872;-0,65;9,86;-7,56;9456760;7243410;6976;5920;5352;6888;25136;0,135122;7,40071935
-50,76;-163,56;7,84;9563212;-96,17;162,32;-19,66;9571276;146,25;-179,15;-2,8;9579168;150,83;175,97;15,41;9586072;-0,65;9,86;-7,56;9592764;7375530;8064;7892;6904;6692;29552;0,13212;7,568876779
-50,76;-163,56;7,84;9697972;-96,17;162,32;-19,66;9704300;146,25;-179,15;-2,8;9711636;150,83;175,97;15,41;9717320;-0,65;9,86;-7,56;9724216;7510651;6328;7336;5684;6896;26244;0,135121;7,400774121
-50,76;-163,56;7,84;9832284;-96,17;162,32;-19,66;9838000;146,25;-179,15;-2,8;9843420;150,83;175,97;15,41;9848732;-0,65;9,86;-7,56;9855900;7644779;5716;5420;5312;7168;23616;0,134128;7,455564834
-50,76;-163,56;7,84;9963372;-96,17;162,32;-19,66;9969696;146,25;-179,15;-2,8;9975556;150,83;175,97;15,41;9982616;-0,65;9,86;-7,56;9988784;7775902;6324;5860;7060;6168;25412;0,131123;7,626427095
-50,76;-163,56;7,84;10095600;-96,17;162,32;-19,66;10100928;146,25;-179,15;-2,8;10107640;150,83;175,97;15,41;10115296;-0,65;9,86;-7,56;10122108;7907666;5328;6712;7656;6812;26508;0,131764;7,589326371
-50,76;-163,56;7,84;10227360;-96,17;162,32;-19,66;10234924;146,25;-179,15;-2,8;10242128;150,83;175,97;15,41;10248240;-0,65;9,86;-7,56;10254096;8039142;7564;7204;6112;5856;26736;0,131476;7,605950896
-50,76;-163,56;7,84;10359800;-96,17;162,32;-19,66;10366696;146,25;-179,15;-2,8;10373100;150,83;175,97;15,41;10378540;-0,65;9,86;-7,56;10384940;8170135;6896;6404;5440;6400;25140;0,130993;7,63399571
-50,76;-163,56;7,84;10490616;-96,17;162,32;-19,66;10497516;146,25;-179,15;-2,8;10503580;150,83;175,97;15,41;10508940;-0,65;9,86;-7,56;10515492;8301258;6900;6064;5360;6552;24876;0,131123;7,626427095
-50,76;-163,56;7,84;10621172;-96,17;162,32;-19,66;10627844;146,25;-179,15;-2,8;10633876;150,83;175,97;15,41;10639232;-0,65;9,86;-7,56;10646112;8432128;6672;6032;5356;6880;24940;0,13087;7,641170627
-50,76;-163,56;7,84;10751360;-96,17;162,32;-19,66;10758296;146,25;-179,15;-2,8;10764292;150,83;175,97;15,41;10769644;-0,65;9,86;-7,56;10776780;8563390;6936;5996;5352;7136;25420;0,131262;7,618351084
-50,76;-163,56;7,84;10882448;-96,17;162,32;-19,66;10889036;146,25;-179,15;-2,8;10894508;150,83;175,97;15,41;10899868;-0,65;9,86;-7,56;10907460;8694388;6588;5472;5360;7592;25012;0,130998;7,633704331
-50,76;-163,56;7,84;11013280;-96,17;162,32;-19,66;11019784;146,25;-179,15;-2,8;11025268;150,83;175,97;15,41;11031104;-0,65;9,86;-7,56;11038788;8825512;6504;5484;5836;7684;25508;0,131124;7,626368933
-50,76;-163,56;7,84;11145568;-96,17;162,32;-19,66;11151432;146,25;-179,15;-2,8;11157320;150,83;175,97;15,41;11164372;-0,65;9,86;-7,56;11170708;8956419;5864;5888;7052;6336;25140;0,130907;7,639010901
-50,76;-163,56;7,84;11278624;-96,17;162,32;-19,66;11284344;146,25;-179,15;-2,8;11292064;150,83;175,97;15,41;11298932;-0,65;9,86;-7,56;11304852;9091755;5720;7720;6868;5920;26228;0,135336;7,389016965
-50,76;-163,56;7,84;11411316;-96,17;162,32;-19,66;11419440;146,25;-179,15;-2,8;11425052;150,83;175,97;15,41;11430416;-0,65;9,86;-7,56;11436816;9222752;8124;5612;5364;6400;25500;0,130997;7,633762605
-50,76;-163,56;7,84;11542560;-96,17;162,32;-19,66;11550404;146,25;-179,15;-2,8;11555864;150,83;175,97;15,41;11561448;-0,65;9,86;-7,56;11567856;9353883;7844;5460;5584;6408;25296;0,131131;7,625961824
-50,76;-163,56;7,84;11673396;-96,17;162,32;-19,66;11680972;146,25;-179,15;-2,8;11686676;150,83;175,97;15,41;11692460;-0,65;9,86;-7,56;11697944;9484873;7576;5704;5784;5484;24548;0,13099;7,634170547
-50,76;-163,56;7,84;11803956;-96,17;162,32;-19,66;11809684;146,25;-179,15;-2,8;11815564;150,83;175,97;15,41;11820916;-0,65;9,86;-7,56;11826576;9615982;5728;5880;5352;5660;22620;0,131109;7,627241456
-50,76;-163,56;7,84;11933440;-96,17;162,32;-19,66;11941624;146,25;-179,15;-2,8;11947548;150,83;175,97;15,41;11952912;-0,65;9,86;-7,56;11958524;9747272;8184;5924;5364;5612;25084;0,13129;7,616726331
-50,76;-163,56;7,84;12064624;-96,17;162,32;-19,66;12072416;146,25;-179,15;-2,8;12078320;150,83;175,97;15,41;12084904;-0,65;9,86;-7,56;12090836;9878081;7792;5904;6584;5932;26212;0,130809;7,644733925
-50,76;-163,56;7,84;12196084;-96,17;162,32;-19,66;12203656;146,25;-179,15;-2,8;12210832;150,83;175,97;15,41;12218424;-0,65;9,86;-7,56;12226508;10009121;7572;7176;7592;8084;30424;0,13104;7,631257631
-50,76;-163,56;7,84;12334024;-96,17;162,32;-19,66;12340684;146,25;-179,15;-2,8;12346140;150,83;175,97;15,41;12351676;-0,65;9,86;-7,56;12359004;10147800;6660;5456;5536;7328;24980;0,138679;7,210897108
-50,76;-163,56;7,84;12465640;-96,17;162,32;-19,66;12473612;146,25;-179,15;-2,8;12480508;150,83;175,97;15,41;12488508;-0,65;9,86;-7,56;12494692;10279351;7972;6896;8000;6184;29052;0,131551;7,601614583
-50,76;-163,56;7,84;12601224;-96,17;162,32;-19,66;12607440;146,25;-179,15;-2,8;12614840;150,83;175,97;15,41;12621164;-0,65;9,86;-7,56;12629080;10414182;6216;7400;6324;7916;27856;0,134831;7,416692007
-50,76;-163,56;7,84;12736316;-96,17;162,32;-19,66;12743712;146,25;-179,15;-2,8;12750300;150,83;175,97;15,41;12755648;-0,65;9,86;-7,56;12762780;10549739;7396;6588;5348;7132;26464;0,135557;7,376970573
-50,76;-163,56;7,84;12868312;-96,17;162,32;-19,66;12875956;146,25;-179,15;-2,8;12883696;150,83;175,97;15,41;12890764;-0,65;9,86;-7,56;12896700;10680736;7644;7740;7068;5936;28388;0,130997;7,633762605
-50,76;-163,56;7,84;13003700;-96,17;162,32;-19,66;13009508;146,25;-179,15;-2,8;13016104;150,83;175,97;15,41;13022076;-0,65;9,86;-7,56;13027980;10815942;5808;6596;5972;5904;24280;0,135206;7,396121474
-50,76;-163,56;7,84;13135764;-96,17;162,32;-19,66;13141436;146,25;-179,15;-2,8;13146892;150,83;175,97;15,41;13152728;-0,65;9,86;-7,56;13158208;10950115;5672;5456;5836;5480;22444;0,134173;7,453064327
-50,76;-163,56;7,84;13263456;-96,17;162,32;-19,66;13269828;146,25;-179,15;-2,8;13276120;150,83;175,97;15,41;13282316;-0,65;9,86;-7,56;13288052;11078102;6372;6292;6196;5736;24596;0,127987;7,813293538
-50,76;-163,56;7,84;13394860;-96,17;162,32;-19,66;13400704;146,25;-179,15;-2,8;13406736;150,83;175,97;15,41;13412708;-0,65;9,86;-7,56;13418800;11209233;5844;6032;5972;6092;23940;0,131131;7,625961824
-50,76;-163,56;7,84;13525660;-96,17;162,32;-19,66;13531332;146,25;-179,15;-2,8;13537028;150,83;175,97;15,41;13542916;-0,65;9,86;-7,56;13549392;11340163;5672;5696;5888;6476;23732;0,13093;7,637668983
-50,76;-163,56;7,84;13656360;-96,17;162,32;-19,66;13662236;146,25;-179,15;-2,8;13667704;150,83;175,97;15,41;13673344;-0,65;9,86;-7,56;13680140;11471355;5876;5468;5640;6796;23780;0,131192;7,622416001
-50,76;-163,56;7,84;13787240;-96,17;162,32;-19,66;13792792;146,25;-179,15;-2,8;13798444;150,83;175,97;15,41;13803940;-0,65;9,86;-7,56;13811228;11602354;5552;5652;5496;7288;23988;0,130999;7,633646058
-50,76;-163,56;7,84;13916840;-96,17;162,32;-19,66;13922864;146,25;-179,15;-2,8;13928508;150,83;175,97;15,41;13933972;-0,65;9,86;-7,56;13941488;11731341;6024;5644;5464;7516;24648;0,128987;7,752719266
-50,76;-163,56;7,84;14048920;-96,17;162,32;-19,66;14054220;146,25;-179,15;-2,8;14060112;150,83;175,97;15,41;14065916;-0,65;9,86;-7,56;14072932;11864472;5300;5892;5804;7016;24012;0,133131;7,511398547
-50,76;-163,56;7,84;14180752;-96,17;162,32;-19,66;14186504;146,25;-179,15;-2,8;14194492;150,83;175,97;15,41;14202108;-0,65;9,86;-7,56;14208352;11995771;5752;7988;7616;6244;27600;0,131299;7,616204236
-50,76;-163,56;7,84;14314356;-96,17;162,32;-19,66;14320108;146,25;-179,15;-2,8;14326760;150,83;175,97;15,41;14333424;-0,65;9,86;-7,56;14339936;12129662;5752;6652;6664;6512;25580;0,133891;7,468761903
-50,76;-163,56;7,84;14445188;-96,17;162,32;-19,66;14452732;146,25;-179,15;-2,8;14458208;150,83;175,97;15,41;14464292;-0,65;9,86;-7,56;14469776;12260352;7544;5476;6084;5484;24588;0,13069;7,65169485
-50,76;-163,56;7,84;14575312;-96,17;162,32;-19,66;14583108;146,25;-179,15;-2,8;14588572;150,83;175,97;15,41;14594552;-0,65;9,86;-7,56;14600496;12388543;7796;5464;5980;5944;25184;0,128191;7,800859655
-50,76;-163,56;7,84;14706004;-96,17;162,32;-19,66;14713940;146,25;-179,15;-2,8;14719404;150,83;175,97;15,41;14725140;-0,65;9,86;-7,56;14731112;12518463;7936;5464;5736;5972;25108;0,12992;7,697044335
-50,76;-163,56;7,84;14836588;-96,17;162,32;-19,66;14844316;146,25;-179,15;-2,8;14850096;150,83;175,97;15,41;14855652;-0,65;9,86;-7,56;14861136;12650967;7728;5780;5556;5484;24548;0,132504;7,546941979
-50,76;-163,56;7,84;14967132;-96,17;162,32;-19,66;14972876;146,25;-179,15;-2,8;14978456;150,83;175,97;15,41;14984868;-0,65;9,86;-7,56;14991064;12781963;5744;5580;6412;6196;23932;0,130996;7,63382088
-50,76;-163,56;7,84;15097144;-96,17;162,32;-19,66;15105192;146,25;-179,15;-2,8;15111084;150,83;175,97;15,41;15116444;-0,65;9,86;-7,56;15122688;12913048;8048;5892;5360;6244;25544;0,131085;7,628637907
-50,76;-163,56;7,84;15228220;-96,17;162,32;-19,66;15235980;146,25;-179,15;-2,8;15242656;150,83;175,97;15,41;15248440;-0,65;9,86;-7,56;15253924;13044088;7760;6676;5784;5484;25704;0,13104;7,631257631
-50,76;-163,56;7,84;15359180;-96,17;162,32;-19,66;15366788;146,25;-179,15;-2,8;15372252;150,83;175,97;15,41;15378084;-0,65;9,86;-7,56;15384208;13174620;7608;5464;5832;6124;25028;0,130532;7,6609567
-50,76;-163,56;7,84;15489464;-96,17;162,32;-19,66;15497104;146,25;-179,15;-2,8;15504624;150,83;175,97;15,41;15509996;-0,65;9,86;-7,56;15515700;13306209;7640;7520;5372;5704;26236;0,131589;7,599419404
-50,76;-163,56;7,84;15620960;-96,17;162,32;-19,66;15627064;146,25;-179,15;-2,8;15634532;150,83;175,97;15,41;15641720;-0,65;9,86;-7,56;15647212;13437332;6104;7468;7188;5492;26252;0,131123;7,626427095
-50,76;-163,56;7,84;15753064;-96,17;162,32;-19,66;15759984;146,25;-179,15;-2,8;15767564;150,83;175,97;15,41;15775012;-0,65;9,86;-7,56;15780496;13567327;6920;7580;7448;5484;27432;0,129995;7,692603562
-50,76;-163,56;7,84;15888036;-96,17;162,32;-19,66;15893760;146,25;-179,15;-2,8;15899340;150,83;175,97;15,41;15906160;-0,65;9,86;-7,56;15913208;13703577;5724;5580;6820;7048;25172;0,13625;7,339449541
-50,76;-163,56;7,84;16020268;-96,17;162,32;-19,66;16025572;146,25;-179,15;-2,8;16031484;150,83;175,97;15,41;16037136;-0,65;9,86;-7,56;16043996;13834577;5304;5912;5652;6860;23728;0,131;7,633587786
-50,76;-163,56;7,84;16150828;-96,17;162,32;-19,66;16158112;146,25;-179,15;-2,8;16166488;150,83;175,97;15,41;16174352;-0,65;9,86;-7,56;16180776;13965699;7284;8376;7864;6424;29948;0,131122;7,626485258
-50,76;-163,56;7,84;16288388;-96,17;162,32;-19,66;16293700;146,25;-179,15;-2,8;16299540;150,83;175,97;15,41;16306680;-0,65;9,86;-7,56;16312168;14104948;5312;5840;7140;5488;23780;0,139249;7,181380118
-50,76;-163,56;7,84;16420276;-96,17;162,32;-19,66;16425576;146,25;-179,15;-2,8;16431224;150,83;175,97;15,41;16437292;-0,65;9,86;-7,56;16443024;14235220;5300;5648;6068;5732;22748;0,130272;7,676246622
-50,76;-163,56;7,84;16550732;-96,17;162,32;-19,66;16556480;146,25;-179,15;-2,8;16562388;150,83;175,97;15,41;16568028;-0,65;9,86;-7,56;16573804;14367068;5748;5908;5640;5776;23072;0,131848;7,584491232
-50,76;-163,56;7,84;16679500;-96,17;162,32;-19,66;16685084;146,25;-179,15;-2,8;16690548;150,83;175,97;15,41;16697208;-0,65;9,86;-7,56;16703932;14496950;5584;5464;6660;6724;24432;0,129882;7,699296284
-50,76;-163,56;7,84;16811828;-96,17;162,32;-19,66;16817552;146,25;-179,15;-2,8;16823024;150,83;175,97;15,41;16828564;-0,65;9,86;-7,56;16835336;14629127;5724;5472;5540;6772;23508;0,132177;7,565612777
-50,76;-163,56;7,84;16942776;-96,17;162,32;-19,66;16948520;146,25;-179,15;-2,8;16956000;150,83;175,97;15,41;16961348;-0,65;9,86;-7,56;16967056;14760062;5744;7480;5348;5708;24280;0,130935;7,637377325
-50,76;-163,56;7,84;17074464;-96,17;162,32;-19,66;17079764;146,25;-179,15;-2,8;17087480;150,83;175,97;15,41;17095440;-0,65;9,86;-7,56;17102400;14891316;5300;7716;7960;6960;27936;0,131254;7,618815427
-50,76;-163,56;7,84;17207956;-96,17;162,32;-19,66;17215424;146,25;-179,15;-2,8;17220892;150,83;175,97;15,41;17227744;-0,65;9,86;-7,56;17236068;15024860;7468;5468;6852;8324;28112;0,133544;7,488168693
-50,76;-163,56;7,84;17343968;-96,17;162,32;-19,66;17349688;146,25;-179,15;-2,8;17357704;150,83;175,97;15,41;17363068;-0,65;9,86;-7,56;17369524;15161672;5720;8016;5364;6456;25556;0,136812;7,309300354
-50,76;-163,56;7,84;17476552;-96,17;162,32;-19,66;17481860;146,25;-179,15;-2,8;17489188;150,83;175,97;15,41;17496788;-0,65;9,86;-7,56;17502624;15292593;5308;7328;7600;5836;26072;0,130921;7,638194025
-50,76;-163,56;7,84;17608144;-96,17;162,32;-19,66;17616056;146,25;-179,15;-2,8;17621516;150,83;175,97;15,41;17628432;-0,65;9,86;-7,56;17634368;15423736;7912;5460;6916;5936;26224;0,131143;7,625264025
-50,76;-163,56;7,84;17739772;-96,17;162,32;-19,66;17747344;146,25;-179,15;-2,8;17753228;150,83;175,97;15,41;17759620;-0,65;9,86;-7,56;17765536;15557232;7572;5884;6392;5916;25764;0,133496;7,490861149
-50,76;-163,56;7,84;17871212;-96,17;162,32;-19,66;17878676;146,25;-179,15;-2,8;17885268;150,83;175,97;15,41;17890632;-0,65;9,86;-7,56;17896120;15688870;7464;6592;5364;5488;24908;0,131638;7,59659065
-50,76;-163,56;7,84;18001808;-96,17;162,32;-19,66;18009056;146,25;-179,15;-2,8;18016044;150,83;175,97;15,41;18021664;-0,65;9,86;-7,56;18027584;15819936;7248;6988;5620;5920;25776;0,131066;7,629743793
-50,76;-163,56;7,84;18132844;-96,17;162,32;-19,66;18139640;146,25;-179,15;-2,8;18146944;150,83;175,97;15,41;18152732;-0,65;9,86;-7,56;18158640;15951055;6796;7304;5788;5908;25796;0,131119;7,626659752
-50,76;-163,56;7,84;18265476;-96,17;162,32;-19,66;18271372;146,25;-179,15;-2,8;18277276;150,83;175,97;15,41;18283064;-0,65;9,86;-7,56;18288984;16083175;5896;5904;5788;5920;23508;0,13212;7,568876779
-50,76;-163,56;7,84;18395588;-96,17;162,32;-19,66;18401764;146,25;-179,15;-2,8;18409488;150,83;175,97;15,41;18415208;-0,65;9,86;-7,56;18421364;16214302;6176;7724;5720;6156;25776;0,131127;7,626194453
-50,76;-163,56;7,84;18529340;-96,17;162,32;-19,66;18534644;146,25;-179,15;-2,8;18541180;150,83;175,97;15,41;18548844;-0,65;9,86;-7,56;18554656;16345043;5304;6536;7664;5812;25316;0,130741;7,648710045
-50,76;-163,56;7,84;18661516;-96,17;162,32;-19,66;18668788;146,25;-179,15;-2,8;18674252;150,83;175,97;15,41;18680688;-0,65;9,86;-7,56;18688504;16480419;7272;5464;6436;7816;26988;0,135376;7,386833708
-50,76;-163,56;7,84;18793744;-96,17;162,32;-19,66;18801268;146,25;-179,15;-2,8;18809372;150,83;175,97;15,41;18814736;-0,65;9,86;-7,56;18821060;16611525;7524;8104;5364;6324;27316;0,131106;7,627415984
-50,76;-163,56;7,84;18927532;-96,17;162,32;-19,66;18934112;146,25;-179,15;-2,8;18941244;150,83;175,97;15,41;18948964;-0,65;9,86;-7,56;18954456;16745632;6580;7132;7720;5492;26924;0,134107;7,456732311
-50,76;-163,56;7,84;19062016;-96,17;162,32;-19,66;19067768;146,25;-179,15;-2,8;19073244;150,83;175,97;15,41;19080452;-0,65;9,86;-7,56;19086636;16880796;5752;5476;7208;6184;24620;0,135164;7,398419698
-50,76;-163,56;7,84;19193476;-96,17;162,32;-19,66;19200336;146,25;-179,15;-2,8;19206856;150,83;175,97;15,41;19212516;-0,65;9,86;-7,56;19219940;17013745;6860;6520;5660;7424;26464;0,132949;7,521681246
-50,76;-163,56;7,84;19325468;-96,17;162,32;-19,66;19333480;146,25;-179,15;-2,8;19341260;150,83;175,97;15,41;19349220;-0,65;9,86;-7,56;19355540;17143912;8012;7780;7960;6320;30072;0,130167;7,682438713
-50,76;-163,56;7,84;19463308;-96,17;162,32;-19,66;19469056;146,25;-179,15;-2,8;19474528;150,83;175,97;15,41;19481480;-0,65;9,86;-7,56;19486972;17282168;5748;5472;6952;5492;23664;0,138256;7,232959148
-50,76;-163,56;7,84;19592920;-96,17;162,32;-19,66;19598216;146,25;-179,15;-2,8;19603688;150,83;175,97;15,41;19611284;-0,65;9,86;-7,56;19617372;17410282;5296;5472;7596;6088;24452;0,128114;7,805548184
-50,76;-163,56;7,84;19724892;-96,17;162,32;-19,66;19730724;146,25;-179,15;-2,8;19736900;150,83;175,97;15,41;19742832;-0,65;9,86;-7,56;19748732;17544226;5832;6176;5932;5900;23840;0,133944;7,465806606
-50,76;-163,56;7,84;19856120;-96,17;162,32;-19,66;19862912;146,25;-179,15;-2,8;19871044;150,83;175,97;15,41;19878264;-0,65;9,86;-7,56;19886272;17675285;6792;8132;7220;8008;30152;0,131059;7,630151306
