-91.36 -178.77 1.26 4466164162.78 -175.89 -26.61 4473504nan nan nan 4479148nan nan nan 4485700-0.55 5.72 -10.93 449222,0
-91.36 -178.77 1.26 4597784162.78 -175.89 -26.61 4604732nan nan nan 4610384nan nan nan 4616900-0.55 5.72 -10.93 462345,2392928
-91.36 -178.77 1.26 4729264162.78 -175.89 -26.61 4735572nan nan nan 4741220nan nan nan 4747828-0.55 5.72 -10.93 475440,2523852
-91.36 -178.73 1.26 4860256162.78 -175.88 -26.61 4866352nan nan nan 4872056nan nan nan 4878628-0.55 5.72 -10.93 488521,2654846
-91.36 -178.74 1.25 4990588162.78 -175.88 -26.61 4996804nan nan nan 5003032nan nan nan 5009588-0.55 5.72 -10.93 501605,2785674
-91.36 -178.74 1.25 5122012162.78 -175.88 -26.61 5127868nan nan nan 5134096nan nan nan 5140616-0.55 5.72 -10.93 514714,2916855
-91.36 -178.74 1.25 5253704162.78 -175.88 -26.61 5259176nan nan nan 5265232nan nan nan 5271780-0.55 5.72 -10.93 527834,3047867
-91.36 -178.74 1.25 5385468162.78 -175.88 -26.61 5391388nan nan nan 5397032nan nan nan 5403544-0.55 5.72 -10.93 541006,3179824
-91.36 -178.74 1.25 5518360162.78 -175.88 -26.61 5526548nan nan nan 5534692nan nan nan 5541128-0.55 5.72 -10.93 554770,3314200
-91.36 -178.74 1.25 5653460162.78 -175.88 -26.61 5659980nan nan nan 5667428nan nan nan 5673964-0.55 5.72 -10.93 568049,3449334
-91.36 -178.74 1.25 5787692162.78 -175.88 -26.61 5793852nan nan nan 5800064nan nan nan 5806616-0.55 5.72 -10.93 581311,3580868
-91.36 -178.74 1.25 5920784162.78 -175.88 -26.61 5928524nan nan nan 5935924nan nan nan 5942500-0.55 5.72 -10.93 594898,3715476
-91.36 -178.74 1.25 6054356162.78 -175.88 -26.61 6061264nan nan nan 6069276nan nan nan 6075832-0.55 5.72 -10.93 608241,3850276
-91.36 -178.74 1.25 6189704162.78 -175.88 -26.61 6196220nan nan nan 6202920nan nan nan 6209484-0.55 5.72 -10.93 621600,3985899
-91.36 -178.74 1.25 6323560162.78 -175.88 -26.61 6331424nan nan nan 6338112nan nan nan 6344624-0.55 5.72 -10.93 635119,4116920
-91.36 -178.74 1.25 6456568162.78 -175.88 -26.61 6463316nan nan nan 6470952nan nan nan 6477512-0.55 5.72 -10.93 648408,4251933
-91.36 -178.74 1.25 6590964162.78 -175.88 -26.61 6596884nan nan nan 6604984nan nan nan 6611556-0.55 5.72 -10.93 661807,4387395
-91.36 -178.74 1.25 6725500162.78 -175.88 -26.61 6733260nan nan nan 6739312nan nan nan 6745868-0.55 5.72 -10.93 675238,4518913
-91.36 -178.74 1.25 6857964162.78 -175.88 -26.61 6864864nan nan nan 6870944nan nan nan 6877512-0.55 5.72 -10.93 688406,4653403
-91.36 -178.74 1.25 6989548162.78 -175.88 -26.61 6995768nan nan nan 7001860nan nan nan 7008416-0.55 5.72 -10.93 701497,4784540
-91.36 -178.74 1.25 7120832162.78 -175.88 -26.61 7126724nan nan nan 7132812nan nan nan 7139384-0.55 5.72 -10.93 714594,4915888
-91.36 -178.74 1.25 7251320162.78 -175.88 -26.61 7257180nan nan nan 7262832nan nan nan 7269336-0.55 5.72 -10.93 727590,5046538
-91.36 -178.74 1.25 7381464162.78 -175.88 -26.61 7387556nan nan nan 7393456nan nan nan 7399996-0.55 5.72 -10.93 740657,5177538
-91.36 -178.74 1.25 7512256162.78 -175.88 -26.61 7518544nan nan nan 7524472nan nan nan 7531032-0.55 5.72 -10.93 753750,5308963
-91.36 -178.74 1.25 7643352162.78 -175.88 -26.61 7649096nan nan nan 7655328nan nan nan 7661892-0.55 5.72 -10.93 766835,5439981
-91.36 -178.74 1.25 7774164162.78 -175.88 -26.61 7779784nan nan nan 7786160nan nan nan 7792712-0.55 5.72 -10.93 779917,5570991
-91.36 -178.74 1.25 7904556162.78 -175.88 -26.61 7910288nan nan nan 7917224nan nan nan 7923784-0.55 5.72 -10.93 793030,5701830
