-0.38 5.00 -8.62 4548 -57.08 161.37 -10.20 4552 -149.77 178.69 -4.81 4557 -1.56 11.01 -16.04 4561 0.25 -1.44 -19.81 4564,1647561771.0786867
-0.38 5.00 -8.62 4669 -57.08 161.37 -10.20 4672 -149.77 178.69 -4.81 4677 -1.56 11.01 -16.04 4684 0.25 -1.44 -19.81 4690,1647561773.5334363
-0.38 5.00 -8.62 4798 -57.08 161.37 -10.20 4801 -149.77 178.69 -4.81 4807 -1.56 11.01 -16.04 4811 0.25 -1.44 -19.81 4814,1647561773.6580114
-0.38 5.00 -8.62 4920 -57.08 161.37 -10.20 4924 -149.77 178.69 -4.81 4928 -1.56 11.01 -16.04 4935 0.25 -1.44 -19.81 4941,1647561773.7838824
-0.38 5.00 -8.62 5049 -57.08 161.37 -10.20 5053 -149.77 178.69 -4.81 5058 -1.56 11.01 -16.04 5064 0.25 -1.44 -19.81 5067,1647561773.9104042
-0.38 5.00 -8.62 5172 -57.08 161.37 -10.20 5175 -149.77 178.69 -4.81 5178 -1.56 11.01 -16.04 5186 0.25 -1.44 -19.81 5192,1647561774.0348756
-0.38 5.00 -8.62 5299 -57.08 161.37 -10.20 5305 -149.77 178.69 -4.81 5308 -1.56 11.01 -16.04 5316 0.25 -1.44 -19.81 5319,1647561774.1604817
-0.38 5.00 -8.62 5423 -57.08 161.37 -10.20 5426 -149.77 178.69 -4.81 5430 -1.56 11.01 -16.04 5437 0.25 -1.44 -19.81 5443,1647561774.2877572
-0.38 5.00 -8.62 5547 -57.08 161.37 -10.20 5551 -149.77 178.69 -4.81 5558 -1.56 11.01 -16.04 5562 0.25 -1.44 -19.81 5565,1647561774.4114826
-0.38 5.00 -8.62 5672 -57.08 161.37 -10.20 5678 -149.77 178.69 -4.81 5681 -1.56 11.01 -16.04 5688 0.25 -1.44 -19.81 5695,1647561774.5345025
-0.38 5.00 -8.62 5799 -57.08 161.37 -10.20 5807 -149.77 178.69 -4.81 5811 -1.56 11.01 -16.04 5818 0.25 -1.44 -19.81 5821,1647561774.6634889
-0.38 5.00 -8.62 5925 -57.08 161.37 -10.20 5929 -149.77 178.69 -4.81 5934 -1.56 11.01 -16.04 5939 0.25 -1.44 -19.81 5945,1647561774.7884905
-0.38 5.00 -8.62 6049 -57.08 161.37 -10.20 6052 -149.77 178.69 -4.81 6059 -1.56 11.01 -16.04 6065 0.25 -1.44 -19.81 6068,1647561774.9133244
-0.38 5.00 -8.62 6174 -57.08 161.37 -10.20 6181 -149.77 178.69 -4.81 6184 -1.56 11.01 -16.04 6189 0.25 -1.44 -19.81 6196,1647561775.0372403
-0.38 5.00 -8.62 6300 -57.08 161.37 -10.20 6303 -149.77 178.69 -4.81 6309 -1.56 11.01 -16.04 6316 0.25 -1.44 -19.81 6319,1647561775.1652427
-0.38 5.00 -8.62 6426 -57.08 161.37 -10.20 6433 -149.77 178.69 -4.81 6437 -1.56 11.01 -16.04 6440 0.25 -1.44 -19.81 6448,1647561775.2870674
-0.38 5.00 -8.62 6551 -57.08 161.37 -10.20 6555 -149.77 178.69 -4.81 6560 -1.56 11.01 -16.04 6567 0.25 -1.44 -19.81 6571,1647561775.4140773
-0.38 5.00 -8.62 6677 -57.08 161.37 -10.20 6684 -149.77 178.69 -4.81 6690 -1.56 11.01 -16.04 6697 0.25 -1.44 -19.81 6701,1647561775.540907
-0.38 5.00 -8.62 6807 -57.08 161.37 -10.20 6811 -149.77 178.69 -4.81 6818 -1.56 11.01 -16.04 6821 0.25 -1.44 -19.81 6825,1647561775.66904
-0.38 5.00 -8.62 6930 -57.08 161.37 -10.20 6937 -149.77 178.69 -4.81 6940 -1.56 11.01 -16.04 6948 0.25 -1.44 -19.81 6951,1647561775.7949636
-0.38 5.00 -8.62 7058 -57.08 161.37 -10.20 7062 -149.77 178.69 -4.81 7069 -1.56 11.01 -16.04 7072 0.25 -1.44 -19.81 7076,1647561775.9218454
-0.38 5.00 -8.62 7181 -57.08 161.37 -10.20 7184 -149.77 178.69 -4.81 7190 -1.56 11.01 -16.04 7194 0.25 -1.44 -19.81 7200,1647561776.0458572
-0.38 5.00 -8.62 7305 -57.08 161.37 -10.20 7311 -149.77 178.69 -4.81 7315 -1.56 11.01 -16.04 7320 0.25 -1.44 -19.81 7323,1647561776.168327
-0.38 5.00 -8.62 7431 -57.08 161.37 -10.20 7434 -149.77 178.69 -4.81 7437 -1.56 11.01 -16.04 7440 0.25 -1.44 -19.81 7444,1647561776.2935753
-0.38 5.00 -8.62 7550 -57.08 161.37 -10.20 7554 -149.77 178.69 -4.81 7561 -1.56 11.01 -16.04 7567 0.25 -1.44 -19.81 7573,1647561776.414463
-0.38 5.00 -8.62 7681 -57.08 161.37 -10.20 7685 -149.77 178.69 -4.81 7689 -1.56 11.01 -16.04 7692 0.25 -1.44 -19.81 7696,1647561776.5432773
-0.38 5.00 -8.62 7802 -57.08 161.37 -10.20 7805 -149.77 178.69 -4.81 7812 -1.56 11.01 -16.04 7819 0.25 -1.44 -19.81 7825,1647561776.6643414
-0.38 5.00 -8.62 7931 -57.08 161.37 -10.20 7937 -149.77 178.69 -4.81 7942 -1.56 11.01 -16.04 7949 0.25 -1.44 -19.81 7955,1647561776.7950084
-0.38 5.00 -8.62 8062 -57.08 161.37 -10.20 8068 -149.77 178.69 -4.81 8072 -1.56 11.01 -16.04 8076 0.25 -1.44 -19.81 8079,1647561776.9253485
-0.38 5.00 -8.62 8184 -57.08 161.37 -10.20 8188 -149.77 178.69 -4.81 8193 -1.56 11.01 -16.04 8200 0.25 -1.44 -19.81 8206,1647561777.0493448
-0.38 5.00 -8.62 8312 -57.08 161.37 -10.20 8320 -149.77 178.69 -4.81 8323 -1.56 11.01 -16.04 8327 0.25 -1.44 -19.81 8330,1647561777.175814
-0.38 5.00 -8.62 8435 -57.08 161.37 -10.20 8440 -149.77 178.69 -4.81 8443 -1.56 11.01 -16.04 8451 0.25 -1.44 -19.81 8457,1647561777.2992108
-0.38 5.00 -8.62 8564 -57.08 161.37 -10.20 8570 -149.77 178.69 -4.81 8573 -1.56 11.01 -16.04 8578 0.25 -1.44 -19.81 8582,1647561777.4256911
-0.38 5.00 -8.62 8687 -57.08 161.37 -10.20 8692 -149.77 178.69 -4.81 8695 -1.56 11.01 -16.04 8701 0.25 -1.44 -19.81 8708,1647561777.5520918
-0.38 5.00 -8.62 8814 -57.08 161.37 -10.20 8817 -149.77 178.69 -4.81 8823 -1.56 11.01 -16.04 8826 0.25 -1.44 -19.81 8829,1647561777.6787503
-0.38 5.00 -8.62 8937 -57.08 161.37 -10.20 8943 -149.77 178.69 -4.81 8947 -1.56 11.01 -16.04 8952 0.25 -1.44 -19.81 8958,1647561777.8008687
-0.38 5.00 -8.62 9063 -57.08 161.37 -10.20 9066 -149.77 178.69 -4.81 9073 -1.56 11.01 -16.04 9076 0.25 -1.44 -19.81 9080,1647561777.927788
-0.38 5.00 -8.62 9188 -57.08 161.37 -10.20 9194 -149.77 178.69 -4.81 9198 -1.56 11.01 -16.04 9202 0.25 -1.44 -19.81 9209,1647561778.051705
-0.38 5.00 -8.62 9313 -57.08 161.37 -10.20 9318 -149.77 178.69 -4.81 9324 -1.56 11.01 -16.04 9327 0.25 -1.44 -19.81 9331,1647561778.1797073
-0.38 5.00 -8.62 9439 -57.08 161.37 -10.20 9443 -149.77 178.69 -4.81 9446 -1.56 11.01 -16.04 9452 0.25 -1.44 -19.81 9458,1647561778.3015735
-0.38 5.00 -8.62 9562 -57.08 161.37 -10.20 9565 -149.77 178.69 -4.81 9569 -1.56 11.01 -16.04 9573 0.25 -1.44 -19.81 9581,1647561778.4295805
-0.38 5.00 -8.62 9684 -57.08 161.37 -10.20 9691 -149.77 178.69 -4.81 9695 -1.56 11.01 -16.04 9702 0.25 -1.44 -19.81 9705,1647561778.55238
