"59.03 -176.62 -1.91 4466264172.90 -178.42 -25.01 4473996-154.72 178.98 -4.50 4479956157.02 -175.89 -20.01 4486600-0.56 5.56 -11.54 449218" 0
"59.03 -176.62 -1.91 4597548172.90 -178.42 -25.01 4605300-154.72 178.98 -4.50 4611468157.02 -175.89 -20.01 4618636-0.56 5.56 -11.54 462531" 2382530
"59.03 -176.62 -1.91 4732420172.90 -178.42 -25.01 4738092-154.72 178.98 -4.50 4743744157.02 -175.89 -20.01 4749872-0.56 5.56 -11.54 475756" 2518000
"59.03 -176.62 -1.91 4865496172.90 -178.42 -25.01 4871488-154.72 178.98 -4.50 4879484157.02 -175.89 -20.01 4885340-0.56 5.56 -11.54 489179" 2649397
"59.03 -176.62 -1.91 4998244172.90 -178.42 -25.01 5006496-154.72 178.98 -4.50 5012756157.02 -175.89 -20.01 5019628-0.56 5.56 -11.54 502650" 2783991
"59.03 -176.62 -1.91 5132472172.90 -178.42 -25.01 5139080-154.72 178.98 -4.50 5144732157.02 -175.89 -20.01 5150868-0.56 5.56 -11.54 515878" 2914969
"59.03 -176.62 -1.91 5266560172.90 -178.42 -25.01 5272416-154.72 178.98 -4.50 5279180157.02 -175.89 -20.01 5284684-0.56 5.56 -11.54 529191" 3050482
"59.03 -176.62 -1.91 5398900172.90 -178.42 -25.01 5406000-154.72 178.98 -4.50 5413972157.02 -175.89 -20.01 5420724-0.56 5.56 -11.54 542794" 3184981
"59.03 -176.62 -1.91 5533748172.90 -178.42 -25.01 5540752-154.72 178.98 -4.50 5547340157.02 -175.89 -20.01 5553008-0.56 5.56 -11.54 556093" 3320341
"59.03 -176.62 -1.91 5668832172.90 -178.42 -25.01 5674664-154.72 178.98 -4.50 5680752157.02 -175.89 -20.01 5686260-0.56 5.56 -11.54 569294" 3455214
"59.03 -176.62 -1.91 5799232172.90 -178.42 -25.01 5805076-154.72 178.98 -4.50 5810740157.02 -175.89 -20.01 5818876-0.56 5.56 -11.54 582448" 3582594
"59.03 -176.62 -1.91 5931996172.90 -178.42 -25.01 5939600-154.72 178.98 -4.50 5948076157.02 -175.89 -20.01 5953580-0.56 5.56 -11.54 596165" 3718055
"59.03 -176.62 -1.91 6068052172.90 -178.42 -25.01 6074060-154.72 178.98 -4.50 6081032157.02 -175.89 -20.01 6086544-0.56 5.56 -11.54 609358" 3853278
"59.03 -176.62 -1.91 6199204172.90 -178.42 -25.01 6204984-154.72 178.98 -4.50 6211992157.02 -175.89 -20.01 6220200-0.56 5.56 -11.54 622592" 3984198
"59.03 -176.62 -1.91 6333620172.90 -178.42 -25.01 6341048-154.72 178.98 -4.50 6347180157.02 -175.89 -20.01 6353244-0.56 5.56 -11.54 636114" 4119468
"59.03 -176.62 -1.91 6466644172.90 -178.42 -25.01 6472888-154.72 178.98 -4.50 6479984157.02 -175.89 -20.01 6485492-0.56 5.56 -11.54 649346" 4250566
"59.03 -176.62 -1.91 6598836172.90 -178.42 -25.01 6605700-154.72 178.98 -4.50 6611804157.02 -175.89 -20.01 6619008-0.56 5.56 -11.54 662522" 4385166
"59.03 -176.62 -1.91 6732024172.90 -178.42 -25.01 6737568-154.72 178.98 -4.50 6745560157.02 -175.89 -20.01 6752852-0.56 5.56 -11.54 675948" 4516689
"59.03 -176.62 -1.91 6866888172.90 -178.42 -25.01 6872288-154.72 178.98 -4.50 6878572157.02 -175.89 -20.01 6884648-0.56 5.56 -11.54 689298" 4651642
"59.03 -176.62 -1.91 6999160172.90 -178.42 -25.01 7006796-154.72 178.98 -4.50 7012448157.02 -175.89 -20.01 7019576-0.56 5.56 -11.54 702590" 4786210
"59.03 -176.62 -1.91 7131716172.90 -178.42 -25.01 7138336-154.72 178.98 -4.50 7145340157.02 -175.89 -20.01 7153200-0.56 5.56 -11.54 715937" 4918233
"59.03 -176.62 -1.91 7267472172.90 -178.42 -25.01 7272872-154.72 178.98 -4.50 7280548157.02 -175.89 -20.01 7286056-0.56 5.56 -11.54 729397" 5053262
"59.03 -176.62 -1.91 7400624172.90 -178.42 -25.01 7408360-154.72 178.98 -4.50 7414028157.02 -175.89 -20.01 7422128-0.56 5.56 -11.54 742772" 5188097
"59.03 -176.62 -1.91 7533592172.90 -178.42 -25.01 7540200-154.72 178.98 -4.50 7546312157.02 -175.89 -20.01 7554188-0.56 5.56 -11.54 756067" 5319620
"59.03 -176.62 -1.91 7668276172.90 -178.42 -25.01 7673672-154.72 178.98 -4.50 7681344157.02 -175.89 -20.01 7686852-0.56 5.56 -11.54 769471" 5454587
"59.03 -176.62 -1.91 7802060172.90 -178.42 -25.01 7809784-154.72 178.98 -4.50 7816500157.02 -175.89 -20.01 7824340-0.56 5.56 -11.54 783066" 5589372
"59.03 -176.62 -1.91 7936644172.90 -178.42 -25.01 7942664-154.72 178.98 -4.50 7948332157.02 -175.89 -20.01 7955496-0.56 5.56 -11.54 796283" 5724676
"59.03 -176.62 -1.91 8070552172.90 -178.42 -25.01 8075952-154.72 178.98 -4.50 8082288157.02 -175.89 -20.01 8087796-0.56 5.56 -11.54 809571" 5856106
"59.03 -176.62 -1.91 8203556172.90 -178.42 -25.01 8211464-154.72 178.98 -4.50 8218996157.02 -175.89 -20.01 8226128-0.56 5.56 -11.54 823356" 5990696
"59.03 -176.62 -1.91 8340436172.90 -178.42 -25.01 8345832-154.72 178.98 -4.50 8351488157.02 -175.89 -20.01 8357584-0.56 5.56 -11.54 836586" 6126657
"59.03 -176.62 -1.91 8473784172.90 -178.42 -25.01 8479180-154.72 178.98 -4.50 8485472157.02 -175.89 -20.01 8490976-0.56 5.56 -11.54 849782" 6261172
"59.03 -176.62 -1.91 8605648172.90 -178.42 -25.01 8613388-154.72 178.98 -4.50 8621392157.02 -175.89 -20.01 8627760-0.56 5.56 -11.54 863595" 6392165
"59.03 -176.62 -1.91 8743296172.90 -178.42 -25.01 8749132-154.72 178.98 -4.50 8754804nan nan nan 8760756-0.56 5.56 -11.54 876500" 6531311
"59.03 -176.62 -1.91 8870836172.90 -178.42 -25.01 8877172nan nan nan 8884116nan nan nan 8885768-0.56 5.56 -11.54 888745" 6658331
"59.03 -176.62 -1.91 8995232172.90 -178.42 -25.01 9002120nan nan nan 9007780nan nan nan 9009440-0.56 5.56 -11.54 901112" 6781846
"59.03 -176.62 -1.91 9118332172.90 -178.42 -25.01 9126064nan nan nan 9131716nan nan nan 9133392-0.56 5.56 -11.54 913506" 6904723
"59.03 -176.62 -1.91 9240536172.90 -178.42 -25.01 9247584nan nan nan 9255860nan nan nan 9259672-0.56 5.56 -11.54 926352" 7027781
"59.03 -176.62 -1.91 9370112172.90 -178.42 -25.01 9377964nan nan nan 9383620nan nan nan 9390180-0.56 5.56 -11.54 939674" 7158192
"59.03 -176.62 -1.91 9502120172.90 -178.42 -25.01 9509144nan nan nan 9516828nan nan nan 9523296-0.56 5.56 -11.54 952982" 7289728
"59.03 -176.62 -1.91 9636792172.90 -178.42 -25.01 9642632nan nan nan 9650536nan nan nan 9657112-0.56 5.56 -11.54 966366" 7424221
"59.03 -176.62 -1.91 9770080172.90 -178.42 -25.01 9778596nan nan nan 9784248nan nan nan 9790836-0.56 5.56 -11.54 979734" 7555882
"59.03 -176.62 -1.91 9903340172.90 -178.42 -25.01 9910524nan nan nan 9916628nan nan nan 9923188-0.56 5.56 -11.54 992973" 7690792
