-36.56 -171.27 2.89 4454912162.38 -175.49 -28.51 4460780-162.13 179.07 -5.90 446638443.03 174.58 2.14 4474184-0.54 5.77 -10.77 447956,0
-36.56 -171.27 2.89 4584928162.38 -175.49 -28.51 4592928-162.13 179.07 -5.90 459896443.03 174.58 2.14 4606532-0.54 5.77 -10.77 461347,2371692
-36.56 -171.27 2.89 4721920162.38 -175.49 -28.51 4727460-162.13 179.07 -5.90 473538843.03 174.58 2.14 4741588-0.54 5.77 -10.77 474835,2506835
-36.56 -171.27 2.89 4854696162.38 -175.49 -28.51 4860096-162.13 179.07 -5.90 486758843.03 174.58 2.14 4875808-0.54 5.77 -10.77 488163,2642023
-36.56 -171.27 2.89 4987524162.38 -175.49 -28.51 4995244-162.13 179.07 -5.90 500084043.03 174.58 2.14 5007716-0.54 5.77 -10.77 501538,2773604
-36.56 -171.27 2.89 5123548162.38 -175.49 -28.51 5128940-162.13 179.07 -5.90 513623643.03 174.58 2.14 5142648-0.54 5.77 -10.77 514931,2908262
-36.56 -171.27 2.89 5255972162.38 -175.49 -28.51 5261380-162.13 179.07 -5.90 526946443.03 174.58 2.14 5277480-0.54 5.77 -10.77 528433,3043165
-36.56 -171.27 2.89 5390424162.38 -175.49 -28.51 5397832-162.13 179.07 -5.90 540358843.03 174.58 2.14 5409432-0.54 5.77 -10.77 541719,3178768
-36.56 -171.27 2.89 5525364162.38 -175.49 -28.51 5530768-162.13 179.07 -5.90 553680843.03 174.58 2.14 5543076-0.54 5.77 -10.77 554972,3313731
-36.56 -171.27 2.89 5657104162.38 -175.49 -28.51 5662512-162.13 179.07 -5.90 566866843.03 174.58 2.14 5677076-0.54 5.77 -10.77 568290,3444741
-36.56 -171.27 2.89 5788928162.38 -175.49 -28.51 5796056-162.13 179.07 -5.90 580210443.03 174.58 2.14 5808992-0.54 5.77 -10.77 581706,3575736
-36.56 -171.27 2.89 5923752162.38 -175.49 -28.51 5930680-162.13 179.07 -5.90 593716043.03 174.58 2.14 5943264-0.54 5.77 -10.77 594994,3710877
-36.56 -171.27 2.89 6057620162.38 -175.49 -28.51 6063020-162.13 179.07 -5.90 606880443.03 174.58 2.14 6076504-0.54 5.77 -10.77 608226,3846157
-36.56 -171.27 2.89 6189396162.38 -175.49 -28.51 6195252-162.13 179.07 -5.90 620085643.03 174.58 2.14 6208708-0.54 5.77 -10.77 621597,3977398
-36.56 -171.27 2.89 6321464162.38 -175.49 -28.51 6328848-162.13 179.07 -5.90 633636843.03 174.58 2.14 6341828-0.54 5.77 -10.77 634949,4108524
-36.56 -171.27 2.89 6456512162.38 -175.49 -28.51 6463304-162.13 179.07 -5.90 647060043.03 174.58 2.14 6478448-0.54 5.77 -10.77 648512,4243825
-36.56 -171.27 2.89 6591600162.38 -175.49 -28.51 6597756-162.13 179.07 -5.90 660337243.03 174.58 2.14 6610248-0.54 5.77 -10.77 661821,4378784
-36.56 -171.27 2.89 6723572162.38 -175.49 -28.51 6731316-162.13 179.07 -5.90 673797243.03 174.58 2.14 6743872-0.54 5.77 -10.77 675053,4509792
-36.56 -171.27 2.89 6856800162.38 -175.49 -28.51 6864380-162.13 179.07 -5.90 687230043.03 174.58 2.14 6880140-0.54 5.77 -10.77 688846,4644797
-36.56 -171.27 2.89 6994024162.38 -175.49 -28.51 7000972-162.13 179.07 -5.90 700657643.03 174.58 2.14 7012072-0.54 5.77 -10.77 701978,4779939
-36.56 -171.27 2.89 7125148162.38 -175.49 -28.51 7132656-162.13 179.07 -5.90 713826443.03 174.58 2.14 7144172-0.54 5.77 -10.77 715101,4911322
-36.56 -171.27 2.89 7256820162.38 -175.49 -28.51 7264964-162.13 179.07 -5.90 727100043.03 174.58 2.14 7278976-0.54 5.77 -10.77 728514,5045928
-36.56 -171.27 2.89 7391092162.38 -175.49 -28.51 7397584-162.13 179.07 -5.90 740534443.03 174.58 2.14 7411916-0.54 5.77 -10.77 741957,5177304
-36.56 -171.27 2.89 7525696162.38 -175.49 -28.51 7531848-162.13 179.07 -5.90 753910043.03 174.58 2.14 7545028-0.54 5.77 -10.77 755167,5312875
-36.56 -171.27 2.89 7657040162.38 -175.49 -28.51 7663960-162.13 179.07 -5.90 767065243.03 174.58 2.14 7677632-0.54 5.77 -10.77 768300,5443389
-36.56 -171.27 2.89 7788376162.38 -175.49 -28.51 7796240-162.13 179.07 -5.90 780243243.03 174.58 2.14 7810320-0.54 5.77 -10.77 781748,5578381
-36.56 -171.27 2.89 7925148162.38 -175.49 -28.51 7930736-162.13 179.07 -5.90 793732443.03 174.58 2.14 7943216-0.54 5.77 -10.77 795115,5713958
-36.56 -171.27 2.89 8057632162.38 -175.49 -28.51 8063484-162.13 179.07 -5.90 806910043.03 174.58 2.14 8074568-0.54 5.77 -10.77 808157,5845139
-36.56 -171.27 2.89 8188224162.38 -175.49 -28.51 8194072-162.13 179.07 -5.90 820202843.03 174.58 2.14 8209432-0.54 5.77 -10.77 821525,5976297
-36.56 -171.27 2.89 8321068162.38 -175.49 -28.51 8326800-162.13 179.07 -5.90 833480843.03 174.58 2.14 8341576-0.54 5.77 -10.77 834914,6110842
-36.56 -171.27 2.89 8457072162.38 -175.49 -28.51 8462892-162.13 179.07 -5.90 846849243.03 174.58 2.14 8474232-0.54 5.77 -10.77 848169,6246411
-36.56 -171.27 2.89 8589136162.38 -175.49 -28.51 8594568-162.13 179.07 -5.90 860042043.03 174.58 2.14 8606276-0.54 5.77 -10.77 861274,6377421
-36.56 -171.27 2.89 8719744162.38 -175.49 -28.51 8725148-162.13 179.07 -5.90 873074443.03 174.58 2.14 8736216-0.54 5.77 -10.77 874282,6508427
-36.56 -171.27 2.89 8849680162.38 -175.49 -28.51 8855076-162.13 179.07 -5.90 886094043.03 174.58 2.14 8866912-0.54 5.77 -10.77 887328,6639427
-36.56 -171.27 2.89 8980556162.38 -175.49 -28.51 8985960-162.13 179.07 -5.90 899184043.03 174.58 2.14 8997736-0.54 5.77 -10.77 900392,6770432
-36.56 -171.27 2.89 9111076162.38 -175.49 -28.51 9116472-162.13 179.07 -5.90 912288043.03 174.58 2.14 9129652-0.54 5.77 -10.77 913502,6901664
-36.56 -171.27 2.89 9242260162.38 -175.49 -28.51 9247920-162.13 179.07 -5.90 925390443.03 174.58 2.14 9261440-0.54 5.77 -10.77 926768,7032462
-36.56 -171.27 2.89 9373464162.38 -175.49 -28.51 9378872-162.13 179.07 -5.90 938486443.03 174.58 2.14 9390328-0.54 5.77 -10.77 939598,7163462
-36.56 -171.27 2.89 9503028162.38 -175.49 -28.51 9508432-162.13 179.07 -5.90 951515243.03 174.58 2.14 9523140-0.54 5.77 -10.77 953101,7290415
-36.56 -171.27 2.89 9636812162.38 -175.49 -28.51 9644916-162.13 179.07 -5.90 965232043.03 174.58 2.14 9658236-0.54 5.77 -10.77 966445,7426416
-36.56 -171.27 2.89 9772360162.38 -175.49 -28.51 9778692-162.13 179.07 -5.90 978508043.03 174.58 2.14 9790556-0.54 5.77 -10.77 979593,7561144
-36.56 -171.27 2.89 9902704162.38 -175.49 -28.51 9908956-162.13 179.07 -5.90 991688843.03 174.58 2.14 9924764-0.54 5.77 -10.77 993245,7692429
