;;;;;;;;;;;;;;;;;;;;;delta12[?s];delta23[?s];delta34[?s];delta54[?s];Razem[?s];Przesy³ SerialPort [s];Przesy³ SerialPort [Hz]
-37,59;-162,08;6,14;7340628;-104,58;164,28;-20,24;7347692;99,37;-177,58;-2,85;7353512;151,48;176,15;15,08;7361112;-0,6;10,19;-6,74;7366616;5138956;7064;5820;7600;5504;25988;0,131125;7,626310772
-37,59;-162,08;6,14;7472572;-104,58;164,28;-20,24;7480696;99,37;-177,58;-2,85;7488980;151,48;176,15;15,08;7494384;-0,6;10,19;-6,74;7502192;5271074;8124;8284;5404;7808;29620;0,132118;7,568991356
-37,59;-162,08;6,14;7609788;-104,58;164,28;-20,24;7615180;99,37;-177,58;-2,85;7621680;151,48;176,15;15,08;7628416;-0,6;10,19;-6,74;7634768;5406301;5392;6500;6736;6352;24980;0,135227;7,394972897
-37,59;-162,08;6,14;7740476;-104,58;164,28;-20,24;7746152;99,37;-177,58;-2,85;7752260;151,48;176,15;15,08;7759236;-0,6;10,19;-6,74;7765904;5537322;5676;6108;6976;6668;25428;0,131021;7,632364277
-37,59;-162,08;6,14;7872980;-104,58;164,28;-20,24;7879972;99,37;-177,58;-2,85;7886776;151,48;176,15;15,08;7893704;-0,6;10,19;-6,74;7899660;5671451;6992;6804;6928;5956;26680;0,134129;7,455509249
-37,59;-162,08;6,14;8005136;-104,58;164,28;-20,24;8012900;99,37;-177,58;-2,85;8019520;151,48;176,15;15,08;8024880;-0,6;10,19;-6,74;8030824;5803568;7764;6620;5360;5944;25688;0,132117;7,569048646
-37,59;-162,08;6,14;8136084;-104,58;164,28;-20,24;8142204;99,37;-177,58;-2,85;8149916;151,48;176,15;15,08;8155232;-0,6;10,19;-6,74;8161160;5934568;6120;7712;5316;5928;25076;0,131;7,633587786
-37,59;-162,08;6,14;8266420;-104,58;164,28;-20,24;8274004;99,37;-177,58;-2,85;8281388;151,48;176,15;15,08;8287152;-0,6;10,19;-6,74;8293080;6065688;7584;7384;5764;5928;26660;0,13112;7,626601586
-37,59;-162,08;6,14;8398776;-104,58;164,28;-20,24;8405912;99,37;-177,58;-2,85;8412628;151,48;176,15;15,08;8419216;-0,6;10,19;-6,74;8424724;6197063;7136;6716;6588;5508;25948;0,131375;7,611798287
-37,59;-162,08;6,14;8531044;-104,58;164,28;-20,24;8537460;99,37;-177,58;-2,85;8543236;151,48;176,15;15,08;8548552;-0,6;10,19;-6,74;8554488;6329791;6416;5776;5316;5936;23444;0,132728;7,534205292
-37,59;-162,08;6,14;8660168;-104,58;164,28;-20,24;8667068;99,37;-177,58;-2,85;8673196;151,48;176,15;15,08;8680028;-0,6;10,19;-6,74;8685972;6458934;6900;6128;6832;5944;25804;0,129143;7,743354266
-37,59;-162,08;6,14;8791224;-104,58;164,28;-20,24;8797876;99,37;-177,58;-2,85;8803632;151,48;176,15;15,08;8810636;-0,6;10,19;-6,74;8816560;6589931;6652;5756;7004;5924;25336;0,130997;7,633762605
-37,59;-162,08;6,14;8923060;-104,58;164,28;-20,24;8929080;99,37;-177,58;-2,85;8934624;151,48;176,15;15,08;8942500;-0,6;10,19;-6,74;8948920;6721056;6020;5544;7876;6420;25860;0,131125;7,626310772
-37,59;-162,08;6,14;9056560;-104,58;164,28;-20,24;9062288;99,37;-177,58;-2,85;9067824;151,48;176,15;15,08;9074772;-0,6;10,19;-6,74;9080288;6856182;5728;5536;6948;5516;23728;0,135126;7,400500274
-37,59;-162,08;6,14;9187756;-104,58;164,28;-20,24;9193048;99,37;-177,58;-2,85;9201032;151,48;176,15;15,08;9206412;-0,6;10,19;-6,74;9214524;6987179;5292;7984;5380;8112;26768;0,130997;7,633762605
-37,59;-162,08;6,14;9320344;-104,58;164,28;-20,24;9328244;99,37;-177,58;-2,85;9334056;151,48;176,15;15,08;9340880;-0,6;10,19;-6,74;9347700;7118301;7900;5812;6824;6820;27356;0,131122;7,626485258
-37,59;-162,08;6,14;9453404;-104,58;164,28;-20,24;9460404;99,37;-177,58;-2,85;9465932;151,48;176,15;15,08;9473704;-0,6;10,19;-6,74;9479784;7253422;7000;5528;7772;6080;26380;0,135121;7,400774121
-37,59;-162,08;6,14;9587000;-104,58;164,28;-20,24;9592684;99,37;-177,58;-2,85;9600428;151,48;176,15;15,08;9606456;-0,6;10,19;-6,74;9612424;7386403;5684;7744;6028;5968;25424;0,132981;7,51987126
-37,59;-162,08;6,14;9719912;-104,58;164,28;-20,24;9725876;99,37;-177,58;-2,85;9733152;151,48;176,15;15,08;9738904;-0,6;10,19;-6,74;9745552;7519669;5964;7276;5752;6648;25640;0,133266;7,503789414
-37,59;-162,08;6,14;9851892;-104,58;164,28;-20,24;9859652;99,37;-177,58;-2,85;9865184;151,48;176,15;15,08;9872304;-0,6;10,19;-6,74;9880116;7650793;7760;5532;7120;7812;28224;0,131124;7,626368933
-37,59;-162,08;6,14;9985812;-104,58;164,28;-20,24;9992892;99,37;-177,58;-2,85;10000292;151,48;176,15;15,08;10006712;-0,6;10,19;-6,74;10013236;7785917;7080;7400;6420;6524;27424;0,135124;7,40060981
-37,59;-162,08;6,14;10120848;-104,58;164,28;-20,24;10126616;99,37;-177,58;-2,85;10133796;151,48;176,15;15,08;10139576;-0,6;10,19;-6,74;10145140;7921501;5768;7180;5780;5564;24292;0,135584;7,375501534
-37,59;-162,08;6,14;10251180;-104,58;164,28;-20,24;10256992;99,37;-177,58;-2,85;10264228;151,48;176,15;15,08;10270008;-0,6;10,19;-6,74;10275856;8052893;5812;7236;5780;5848;24676;0,131392;7,610813444
-37,59;-162,08;6,14;10383148;-104,58;164,28;-20,24;10389756;99,37;-177,58;-2,85;10395432;151,48;176,15;15,08;10400804;-0,6;10,19;-6,74;10406772;8181813;6608;5676;5372;5968;23624;0,12892;7,756748371
-37,59;-162,08;6,14;10513784;-104,58;164,28;-20,24;10520492;99,37;-177,58;-2,85;10526080;151,48;176,15;15,08;10533120;-0,6;10,19;-6,74;10538688;8314024;6708;5588;7040;5568;24904;0,132211;7,563667168
-37,59;-162,08;6,14;10645280;-104,58;164,28;-20,24;10650792;99,37;-177,58;-2,85;10656380;151,48;176,15;15,08;10663636;-0,6;10,19;-6,74;10669200;8444971;5512;5588;7256;5564;23920;0,130947;7,636677434
-37,59;-162,08;6,14;10775588;-104,58;164,28;-20,24;10782828;99,37;-177,58;-2,85;10789332;151,48;176,15;15,08;10796956;-0,6;10,19;-6,74;10803492;8577203;7240;6504;7624;6536;27904;0,132232;7,562465969
-37,59;-162,08;6,14;10909220;-104,58;164,28;-20,24;10916428;99,37;-177,58;-2,85;10923296;151,48;176,15;15,08;10928908;-0,6;10,19;-6,74;10936316;8710183;7208;6868;5612;7408;27096;0,13298;7,519927809
-37,59;-162,08;6,14;11044512;-104,58;164,28;-20,24;11049836;99,37;-177,58;-2,85;11055820;151,48;176,15;15,08;11061896;-0,6;10,19;-6,74;11069740;8845660;5324;5984;6076;7844;25228;0,135477;7,38132672
-37,59;-162,08;6,14;11176560;-104,58;164,28;-20,24;11183152;99,37;-177,58;-2,85;11189520;151,48;176,15;15,08;11197392;-0,6;10,19;-6,74;11203212;8977255;6592;6368;7872;5820;26652;0,131595;7,599072913
-37,59;-162,08;6,14;11308624;-104,58;164,28;-20,24;11316784;99,37;-177,58;-2,85;11323516;151,48;176,15;15,08;11329260;-0,6;10,19;-6,74;11334840;9107901;8160;6732;5744;5580;26216;0,130646;7,654271849
-37,59;-162,08;6,14;11440152;-104,58;164,28;-20,24;11447728;99,37;-177,58;-2,85;11454960;151,48;176,15;15,08;11460344;-0,6;10,19;-6,74;11465916;9239842;7576;7232;5384;5572;25764;0,131941;7,579145224
-37,59;-162,08;6,14;11571664;-104,58;164,28;-20,24;11579092;99,37;-177,58;-2,85;11585744;151,48;176,15;15,08;11591532;-0,6;10,19;-6,74;11597100;9371025;7428;6652;5788;5568;25436;0,131183;7,622938948
-37,59;-162,08;6,14;11702424;-104,58;164,28;-20,24;11708916;99,37;-177,58;-2,85;11715764;151,48;176,15;15,08;11721612;-0,6;10,19;-6,74;11727368;9502483;6492;6848;5848;5756;24944;0,131458;7,606992347
-37,59;-162,08;6,14;11833144;-104,58;164,28;-20,24;11840372;99,37;-177,58;-2,85;11846536;151,48;176,15;15,08;11851912;-0,6;10,19;-6,74;11858044;9633146;7228;6164;5376;6132;24900;0,130663;7,653275985
-37,59;-162,08;6,14;11963780;-104,58;164,28;-20,24;11970964;99,37;-177,58;-2,85;11976828;151,48;176,15;15,08;11982616;-0,6;10,19;-6,74;11988888;9764136;7184;5864;5788;6272;25108;0,13099;7,634170547
-37,59;-162,08;6,14;12094868;-104,58;164,28;-20,24;12101992;99,37;-177,58;-2,85;12107576;151,48;176,15;15,08;12114132;-0,6;10,19;-6,74;12120272;9895139;7124;5584;6556;6140;25404;0,131003;7,633412975
-37,59;-162,08;6,14;12227272;-104,58;164,28;-20,24;12233336;99,37;-177,58;-2,85;12239336;151,48;176,15;15,08;12247684;-0,6;10,19;-6,74;12253256;10029275;6064;6000;8348;5572;25984;0,134136;7,455120177
-37,59;-162,08;6,14;12359164;-104,58;164,28;-20,24;12364496;99,37;-177,58;-2,85;12370096;151,48;176,15;15,08;12377916;-0,6;10,19;-6,74;12383900;10160649;5332;5600;7820;5984;24736;0,131374;7,611856227
-37,59;-162,08;6,14;12491548;-104,58;164,28;-20,24;12497304;99,37;-177,58;-2,85;12505196;151,48;176,15;15,08;12510932;-0,6;10,19;-6,74;12518144;10292055;5756;7892;5736;7212;26596;0,131406;7,610002587
-37,59;-162,08;6,14;12623852;-104,58;164,28;-20,24;12631540;99,37;-177,58;-2,85;12637500;151,48;176,15;15,08;12643292;-0,6;10,19;-6,74;12651592;10425627;7688;5960;5792;8300;27740;0,133572;7,486598988
-37,59;-162,08;6,14;12756900;-104,58;164,28;-20,24;12764072;99,37;-177,58;-2,85;12769672;151,48;176,15;15,08;12777320;-0,6;10,19;-6,74;12784464;10558383;7172;5600;7648;7144;27564;0,132756;7,532616228
-37,59;-162,08;6,14;12892244;-104,58;164,28;-20,24;12897864;99,37;-177,58;-2,85;12905688;151,48;176,15;15,08;12911436;-0,6;10,19;-6,74;12917004;10693603;5620;7824;5748;5568;24760;0,13522;7,395355717
-37,59;-162,08;6,14;13024184;-104,58;164,28;-20,24;13030484;99,37;-177,58;-2,85;13037168;151,48;176,15;15,08;13042532;-0,6;10,19;-6,74;13048096;10824927;6300;6684;5364;5564;23912;0,131324;7,614754348
-37,59;-162,08;6,14;13155220;-104,58;164,28;-20,24;13160544;99,37;-177,58;-2,85;13167388;151,48;176,15;15,08;13172764;-0,6;10,19;-6,74;13178608;10955957;5324;6844;5376;5844;23388;0,13103;7,631840037
-37,59;-162,08;6,14;13285484;-104,58;164,28;-20,24;13291972;99,37;-177,58;-2,85;13298152;151,48;176,15;15,08;13303524;-0,6;10,19;-6,74;13309844;11086203;6488;6180;5372;6320;24360;0,130246;7,677778972
-37,59;-162,08;6,14;13416252;-104,58;164,28;-20,24;13423136;99,37;-177,58;-2,85;13428716;151,48;176,15;15,08;13434508;-0,6;10,19;-6,74;13440652;11218125;6884;5580;5792;6144;24400;0,131922;7,580236807
-37,59;-162,08;6,14;13547008;-104,58;164,28;-20,24;13553968;99,37;-177,58;-2,85;13559708;151,48;176,15;15,08;13566256;-0,6;10,19;-6,74;13571868;11349251;6960;5740;6548;5612;24860;0,131126;7,626252612
-37,59;-162,08;6,14;13677888;-104,58;164,28;-20,24;13685184;99,37;-177,58;-2,85;13691192;151,48;176,15;15,08;13698932;-0,6;10,19;-6,74;13704948;11480354;7296;6008;7740;6016;27060;0,131103;7,62759052
-37,59;-162,08;6,14;13810260;-104,58;164,28;-20,24;13816008;99,37;-177,58;-2,85;13821592;151,48;176,15;15,08;13829760;-0,6;10,19;-6,74;13835748;11611245;5748;5584;8168;5988;25488;0,130891;7,639944687
-37,59;-162,08;6,14;13941512;-104,58;164,28;-20,24;13949176;99,37;-177,58;-2,85;13956992;151,48;176,15;15,08;13962928;-0,6;10,19;-6,74;13968604;11741880;7664;7816;5936;5676;27092;0,130635;7,65491637
-37,59;-162,08;6,14;14076432;-104,58;164,28;-20,24;14081784;99,37;-177,58;-2,85;14088300;151,48;176,15;15,08;14093680;-0,6;10,19;-6,74;14101124;11877619;5352;6516;5380;7444;24692;0,135739;7,367079469
-37,59;-162,08;6,14;14208832;-104,58;164,28;-20,24;14214164;99,37;-177,58;-2,85;14219752;151,48;176,15;15,08;14225544;-0,6;10,19;-6,74;14233792;12011519;5332;5588;5792;8248;24960;0,1339;7,468259895
-37,59;-162,08;6,14;14340216;-104,58;164,28;-20,24;14347088;99,37;-177,58;-2,85;14354324;151,48;176,15;15,08;14360736;-0,6;10,19;-6,74;14367460;12143705;6872;7236;6412;6724;27244;0,132186;7,565097665
-37,59;-162,08;6,14;14473052;-104,58;164,28;-20,24;14480684;99,37;-177,58;-2,85;14487940;151,48;176,15;15,08;14493672;-0,6;10,19;-6,74;14499244;12276056;7632;7256;5732;5572;26192;0,132351;7,555666372
-37,59;-162,08;6,14;14605280;-104,58;164,28;-20,24;14612512;99,37;-177,58;-2,85;14619140;151,48;176,15;15,08;14624520;-0,6;10,19;-6,74;14630132;12407785;7232;6628;5380;5612;24852;0,131729;7,591342833
-37,59;-162,08;6,14;14736616;-104,58;164,28;-20,24;14743324;99,37;-177,58;-2,85;14749488;151,48;176,15;15,08;14754856;-0,6;10,19;-6,74;14760992;12540487;6708;6164;5368;6136;24376;0,132702;7,535681452
-37,59;-162,08;6,14;14866304;-104,58;164,28;-20,24;14873324;99,37;-177,58;-2,85;14879480;151,48;176,15;15,08;14884844;-0,6;10,19;-6,74;14891376;12668018;7020;6156;5364;6532;25072;0,127531;7,84123076
-37,59;-162,08;6,14;14998216;-104,58;164,28;-20,24;15004624;99,37;-177,58;-2,85;15010216;151,48;176,15;15,08;15016000;-0,6;10,19;-6,74;15022704;12802112;6408;5592;5784;6704;24488;0,134094;7,457455218
-37,59;-162,08;6,14;15130228;-104,58;164,28;-20,24;15135928;99,37;-177,58;-2,85;15141956;151,48;176,15;15,08;15148472;-0,6;10,19;-6,74;15154268;12934351;5700;6028;6516;5796;24040;0,132239;7,562065654
-37,59;-162,08;6,14;15262064;-104,58;164,28;-20,24;15267396;99,37;-177,58;-2,85;15272992;151,48;176,15;15,08;15280388;-0,6;10,19;-6,74;15285960;13065357;5332;5596;7396;5572;23896;0,131006;7,633238172
-37,59;-162,08;6,14;15393484;-104,58;164,28;-20,24;15399232;99,37;-177,58;-2,85;15407224;151,48;176,15;15,08;15413964;-0,6;10,19;-6,74;15421564;13196377;5748;7992;6740;7600;28080;0,13102;7,632422531
-37,59;-162,08;6,14;15527048;-104,58;164,28;-20,24;15534924;99,37;-177,58;-2,85;15540512;151,48;176,15;15,08;15545884;-0,6;10,19;-6,74;15554108;13331479;7876;5588;5372;8224;27060;0,135102;7,401814925
-37,59;-162,08;6,14;15660924;-104,58;164,28;-20,24;15667536;99,37;-177,58;-2,85;15673120;151,48;176,15;15,08;15680256;-0,6;10,19;-6,74;15687136;13464583;6612;5584;7136;6880;26212;0,133104;7,512922226
-37,59;-162,08;6,14;15794736;-104,58;164,28;-20,24;15800412;99,37;-177,58;-2,85;15808252;151,48;176,15;15,08;15814756;-0,6;10,19;-6,74;15820584;13597848;5676;7840;6504;5828;25848;0,133265;7,503845721
-37,59;-162,09;6,15;15926860;-104,58;164,28;-20,24;15933468;99,37;-177,58;-2,85;15940012;151,48;176,15;15,07;15945776;-0,59;10,22;-6,71;15951652;13730833;6608;6544;5764;5876;24792;0,132985;7,519645073
-37,59;-162,09;6,15;16057632;-104,58;164,28;-20,24;16064448;99,37;-177,58;-2,85;16070780;151,48;176,15;15,07;16076156;-0,59;10,23;-6,71;16081728;13859572;6816;6332;5376;5572;24096;0,128739;7,767653935
-37,59;-162,09;6,15;16187936;-104,58;164,28;-20,24;16194600;99,37;-177,58;-2,85;16200776;151,48;176,15;15,07;16206516;-0,59;10,23;-6,71;16212360;13990973;6664;6176;5740;5844;24424;0,131401;7,610292159
-37,59;-162,09;6,15;16318756;-104,58;164,28;-20,24;16324148;99,37;-177,58;-2,85;16330448;151,48;176,15;15,07;16336232;-0,59;10,23;-6,71;16342772;14122092;5392;6300;5784;6540;24016;0,131119;7,626659752
-37,59;-162,09;6,15;16449068;-104,58;164,28;-20,24;16455908;99,37;-177,58;-2,85;16461496;151,48;176,15;15,07;16466852;-0,59;10,23;-6,71;16473508;14253092;6840;5588;5356;6656;24440;0,131;7,633587786
-37,59;-162,09;6,15;16579712;-104,58;164,28;-20,24;16586656;99,37;-177,58;-2,85;16592240;151,48;176,15;15,07;16597616;-0,59;10,23;-6,71;16604500;14384209;6944;5584;5376;6884;24788;0,131117;7,626776085
-37,59;-162,09;6,15;16710464;-104,58;164,28;-20,24;16717472;99,37;-177,58;-2,85;16723060;151,48;176,15;15,07;16728840;-0,59;10,23;-6,71;16735700;14515340;7008;5588;5780;6860;25236;0,131131;7,625961824
-37,59;-162,09;6,15;16841284;-104,58;164,28;-20,24;16848508;99,37;-177,58;-2,85;16855064;151,48;176,15;15,07;16860440;-0,59;10,23;-6,71;16866976;14646311;7224;6556;5376;6536;25692;0,130971;7,635278039
-37,59;-162,09;6,15;16972332;-104,58;164,28;-20,24;16977940;99,37;-177,58;-2,85;16983956;151,48;176,15;15,07;16989780;-0,59;10,23;-6,71;16997112;14777333;5608;6016;5824;7332;24780;0,131022;7,632306025
-37,59;-162,09;6,15;17102480;-104,58;164,28;-20,24;17109924;99,37;-177,58;-2,85;17117676;151,48;176,15;15,07;17125316;-0,59;10,23;-6,71;17131300;14907771;7444;7752;7640;5984;28820;0,130438;7,66647756
-37,59;-162,09;6,15;17239168;-104,58;164,28;-20,24;17244924;99,37;-177,58;-2,85;17251336;151,48;176,15;15,07;17257512;-0,59;10,23;-6,71;17263988;15043582;5756;6412;6176;6476;24820;0,135811;7,363173822
-37,59;-162,09;6,15;17371744;-104,58;164,28;-20,24;17377124;99,37;-177,58;-2,85;17382708;151,48;176,15;15,07;17388080;-0,59;10,23;-6,71;17393644;15176564;5380;5584;5372;5564;21900;0,132982;7,519814712
-37,59;-162,09;6,15;17501272;-104,58;164,28;-20,24;17506664;99,37;-177,58;-2,85;17512240;151,48;176,15;15,07;17517980;-0,59;10,23;-6,71;17523684;15305812;5392;5576;5740;5704;22412;0,129248;7,73706363
-37,59;-162,09;6,15;17629480;-104,58;164,28;-20,24;17635956;99,37;-177,58;-2,85;17642120;151,48;176,15;15,07;17648080;-0,59;10,23;-6,71;17653748;15434688;6476;6164;5960;5668;24268;0,128876;7,759396629
-37,59;-162,09;6,15;17761948;-104,58;164,28;-20,24;17767336;99,37;-177,58;-2,85;17772928;151,48;176,15;15,07;17778492;-0,59;10,23;-6,71;17784428;15567825;5388;5592;5564;5936;22480;0,133137;7,511060036
-37,59;-162,09;6,15;17892408;-104,58;164,28;-20,24;17897808;99,37;-177,58;-2,85;17903396;151,48;176,15;15,07;17908948;-0,59;10,23;-6,71;17915244;15697830;5400;5588;5552;6296;22836;0,130005;7,692011846
-37,59;-162,09;6,15;18023304;-104,58;164,28;-20,24;18028692;99,37;-177,58;-2,85;18034708;151,48;176,15;15,07;18040524;-0,59;10,23;-6,71;18046656;15828953;5388;6016;5816;6132;23352;0,131123;7,626427095
-37,59;-162,09;6,15;18154304;-104,58;164,28;-20,24;18159976;99,37;-177,58;-2,85;18166692;151,48;176,15;15,07;18173788;-0,59;10,23;-6,71;18179780;15959953;5672;6716;7096;5992;25476;0,131;7,633587786
-37,59;-162,09;6,15;18286220;-104,58;164,28;-20,24;18292376;99,37;-177,58;-2,85;18300220;151,48;176,15;15,07;18307732;-0,59;10,23;-6,71;18315772;16092062;6156;7844;7512;8040;29552;0,132109;7,569506998
-37,59;-162,09;6,15;18423164;-104,58;164,28;-20,24;18429572;99,37;-177,58;-2,85;18435572;151,48;176,15;15,07;18441388;-0,59;10,23;-6,71;18448756;16227319;6408;6000;5816;7368;25592;0,135257;7,393332693
-37,59;-162,09;6,15;18556352;-104,58;164,28;-20,24;18562184;99,37;-177,58;-2,85;18570208;151,48;176,15;15,07;18577804;-0,59;10,23;-6,71;18584552;16362441;5832;8024;7596;6748;28200;0,135122;7,40071935
-37,59;-162,09;6,15;18690228;-104,58;164,28;-20,24;18698020;99,37;-177,58;-2,85;18703612;151,48;176,15;15,07;18709736;-0,59;10,23;-6,71;18717540;16496446;7792;5592;6124;7804;27312;0,134005;7,462408119
-37,59;-162,09;6,15;18825032;-104,58;164,28;-20,24;18831204;99,37;-177,58;-2,85;18838772;151,48;176,15;15,07;18846764;-0,59;10,23;-6,71;18852896;16631691;6172;7568;7992;6132;27864;0,135245;7,393988687
-37,59;-162,09;6,15;18959228;-104,58;164,28;-20,24;18965784;99,37;-177,58;-2,85;18972688;151,48;176,15;15,07;18979160;-0,59;10,23;-6,71;18984724;16763812;6556;6904;6472;5564;25496;0,132121;7,568819491
-37,59;-162,09;6,15;19090380;-104,58;164,28;-20,24;19097492;99,37;-177,58;-2,85;19103360;151,48;176,15;15,07;19109872;-0,59;10,23;-6,71;19115456;16894937;7112;5868;6512;5584;25076;0,131125;7,626310772
-37,59;-162,09;6,15;19221000;-104,58;164,28;-20,24;19228380;99,37;-177,58;-2,85;19233992;151,48;176,15;15,07;19240104;-0,59;10,23;-6,71;19245940;17025930;7380;5612;6112;5836;24940;0,130993;7,63399571
-37,59;-162,09;6,15;19351528;-104,58;164,28;-20,24;19358892;99,37;-177,58;-2,85;19364476;151,48;176,15;15,07;19370460;-0,59;10,23;-6,71;19376628;17157053;7364;5584;5984;6168;25100;0,131123;7,626427095
-37,59;-162,09;6,15;19482308;-104,58;164,28;-20,24;19487684;99,37;-177,58;-2,85;19493660;151,48;176,15;15,07;19500148;-0,59;10,23;-6,71;19507216;17287617;5376;5976;6488;7068;24908;0,130564;7,659079072
-37,59;-162,09;6,15;19612652;-104,58;164,28;-20,24;19619980;99,37;-177,58;-2,85;19625572;151,48;176,15;15,07;19631184;-0,59;10,23;-6,71;19638060;17419181;7328;5592;5612;6876;25408;0,131564;7,600863458
-37,59;-162,09;6,15;19743428;-104,58;164,28;-20,24;19751076;99,37;-177,58;-2,85;19757580;151,48;176,15;15,07;19762956;-0,59;10,23;-6,71;19769504;17550302;7648;6504;5376;6548;26076;0,131121;7,626543422
-37,59;-162,09;6,15;19875292;-104,58;164,28;-20,24;19883048;99,37;-177,58;-2,85;19891052;151,48;176,15;15,07;19898724;-0,59;10,23;-6,71;19906016;17681408;7756;8004;7672;7292;30724;0,131106;7,627415984
