;;;;;;;;;;;;;;;;;;;;;delta12[?s];delta23[?s];delta34[?s];delta54[?s];Razem[?s];Przesy³ SerialPort [s];Przesy³ SerialPort [Hz]
-52,7;-163,63;8,15;6008376;-96,77;162,5;-19,67;6015740;150,7;-179,22;-3;6021268;148,71;175,72;15,22;6028120;-0,65;9,83;-7,51;6033660;3802630;7364;5528;6852;5540;25284;0,127014;7,873147842
-52,7;-163,63;8,15;6139116;-96,77;162,5;-19,67;6146372;150,7;-179,22;-3;6151832;148,71;175,72;15,22;6159048;-0,65;9,83;-7,51;6164676;3932966;7256;5460;7216;5628;25560;0,130336;7,672477289
-52,7;-163,63;8,15;6269900;-96,77;162,5;-19,67;6277260;150,7;-179,22;-3;6283120;148,71;175,72;15,22;6291164;-0,65;9,83;-7,51;6297076;4064739;7360;5860;8044;5912;27176;0,131773;7,588808026
-52,7;-163,63;8,15;6403024;-96,77;162,5;-19,67;6408908;150,7;-179,22;-3;6414368;148,71;175,72;15,22;6422000;-0,65;9,83;-7,51;6427836;4199876;5884;5460;7632;5836;24812;0,135137;7,399897881
-52,7;-163,63;8,15;6533072;-96,77;162,5;-19,67;6539196;150,7;-179,22;-3;6546136;148,71;175,72;15,22;6552848;-0,65;9,83;-7,51;6558376;4329880;6124;6940;6712;5528;25304;0,130004;7,692071013
-52,7;-163,63;8,15;6664508;-96,77;162,5;-19,67;6670160;150,7;-179,22;-3;6678152;148,71;175,72;15,22;6684144;-0,65;9,83;-7,51;6689980;4460878;5652;7992;5992;5836;25472;0,130998;7,633704331
-52,7;-163,63;8,15;6797232;-96,77;162,5;-19,67;6802988;150,7;-179,22;-3;6810484;148,71;175,72;15,22;6815872;-0,65;9,83;-7,51;6821824;4593103;5756;7496;5388;5952;24592;0,132225;7,562866326
-52,7;-163,63;8,15;6929680;-96,77;162,5;-19,67;6934980;150,7;-179,22;-3;6941496;148,71;175,72;15,22;6946884;-0,65;9,83;-7,51;6952820;4726101;5300;6516;5388;5936;23140;0,132998;7,518910059
-52,7;-163,63;8,15;7060324;-96,77;162,5;-19,67;7067700;150,7;-179,22;-3;7073296;148,71;175,72;15,22;7080532;-0,65;9,83;-7,51;7088660;4854671;7376;5596;7236;8128;28336;0,12857;7,777864198
-52,7;-163,63;8,15;7193892;-96,77;162,5;-19,67;7201016;150,7;-179,22;-3;7209492;148,71;175,72;15,22;7215236;-0,65;9,83;-7,51;7221968;4990261;7124;8476;5744;6732;28076;0,13559;7,37517516
-52,7;-163,63;8,15;7329020;-96,77;162,5;-19,67;7334332;150,7;-179,22;-3;7341372;148,71;175,72;15,22;7346756;-0,65;9,83;-7,51;7353376;5125446;5312;7040;5384;6620;24356;0,135185;7,397270407
-52,7;-163,63;8,15;7461484;-96,77;162,5;-19,67;7468304;150,7;-179,22;-3;7474096;148,71;175,72;15,22;7481400;-0,65;9,83;-7,51;7487352;5256094;6820;5792;7304;5952;25868;0,130648;7,654154675
-52,7;-163,63;8,15;7593960;-96,77;162,5;-19,67;7601528;150,7;-179,22;-3;7609816;148,71;175,72;15,22;7615772;-0,65;9,83;-7,51;7622252;5390740;7568;8288;5956;6480;28292;0,134646;7,426882343
-52,7;-163,63;8,15;7727912;-96,77;162,5;-19,67;7734372;150,7;-179,22;-3;7741576;148,71;175,72;15,22;7746936;-0,65;9,83;-7,51;7754676;5524672;6460;7204;5360;7740;26764;0,133932;7,466475525
-52,7;-163,63;8,15;7862300;-96,77;162,5;-19,67;7868052;150,7;-179,22;-3;7873496;148,71;175,72;15,22;7879480;-0,65;9,83;-7,51;7886772;5657450;5752;5444;5984;7292;24472;0,132778;7,531368148
-52,7;-163,63;8,15;7993192;-96,77;162,5;-19,67;7999284;150,7;-179,22;-3;8005168;148,71;175,72;15,22;8012876;-0,65;9,83;-7,51;8019196;5787368;6092;5884;7708;6320;26004;0,129918;7,697162826
-52,7;-163,63;8,15;8126056;-96,77;162,5;-19,67;8133840;150,7;-179,22;-3;8141468;148,71;175,72;15,22;8147200;-0,65;9,83;-7,51;8153584;5923112;7784;7628;5732;6384;27528;0,135744;7,366808109
-52,7;-163,63;8,15;8258988;-96,77;162,5;-19,67;8265872;150,7;-179,22;-3;8272540;148,71;175,72;15,22;8277896;-0,65;9,83;-7,51;8283856;6055101;6884;6668;5356;5960;24868;0,131989;7,576388942
-52,7;-163,63;8,15;8389064;-96,77;162,5;-19,67;8395144;150,7;-179,22;-3;8402232;148,71;175,72;15,22;8407612;-0,65;9,83;-7,51;8413124;6186676;6080;7088;5380;5512;24060;0,131575;7,600228007
-52,7;-163,63;8,15;8518944;-96,77;162,5;-19,67;8526364;150,7;-179,22;-3;8532880;148,71;175,72;15,22;8538260;-0,65;9,83;-7,51;8543792;6316355;7420;6516;5380;5532;24848;0,129679;7,711348792
-52,7;-163,63;8,15;8649620;-96,77;162,5;-19,67;8657020;150,7;-179,22;-3;8663496;148,71;175,72;15,22;8669000;-0,65;9,83;-7,51;8674756;6447356;7400;6476;5504;5756;25136;0,131001;7,633529515
-52,7;-163,63;8,15;8780248;-96,77;162,5;-19,67;8787704;150,7;-179,22;-3;8793780;148,71;175,72;15,22;8799156;-0,65;9,83;-7,51;8805240;6578356;7456;6076;5376;6084;24992;0,131;7,633587786
-52,7;-163,63;8,15;8910740;-96,77;162,5;-19,67;8918012;150,7;-179,22;-3;8924032;148,71;175,72;15,22;8929792;-0,65;9,83;-7,51;8936032;6708459;7272;6020;5760;6240;25292;0,130103;7,686217843
-52,7;-163,63;8,15;9041668;-96,77;162,5;-19,67;9048516;150,7;-179,22;-3;9054252;148,71;175,72;15,22;9060136;-0,65;9,83;-7,51;9066752;6839459;6848;5736;5884;6616;25084;0,131;7,633587786
-52,7;-163,63;8,15;9172036;-96,77;162,5;-19,67;9179316;150,7;-179,22;-3;9184780;148,71;175,72;15,22;9190596;-0,65;9,83;-7,51;9197512;6968593;7280;5464;5816;6916;25476;0,129134;7,74389394
-52,7;-163,63;8,15;9302728;-96,77;162,5;-19,67;9309868;150,7;-179,22;-3;9315316;148,71;175,72;15,22;9321124;-0,65;9,83;-7,51;9328480;7099696;7140;5448;5808;7356;25752;0,131103;7,62759052
-52,7;-163,63;8,15;9433708;-96,77;162,5;-19,67;9440852;150,7;-179,22;-3;9446728;148,71;175,72;15,22;9452172;-0,65;9,83;-7,51;9459324;7230713;7144;5876;5444;7152;25616;0,131017;7,632597297
-52,7;-163,63;8,15;9564824;-96,77;162,5;-19,67;9571524;150,7;-179,22;-3;9577396;148,71;175,72;15,22;9584852;-0,65;9,83;-7,51;9591200;7361826;6700;5872;7456;6348;26376;0,131113;7,627008763
-52,7;-163,63;8,15;9696424;-96,77;162,5;-19,67;9702556;150,7;-179,22;-3;9709424;148,71;175,72;15,22;9717088;-0,65;9,83;-7,51;9722848;7492836;6132;6868;7664;5760;26424;0,13101;7,633005114
-52,7;-163,63;8,15;9830064;-96,77;162,5;-19,67;9835788;150,7;-179,22;-3;9843464;148,71;175,72;15,22;9849604;-0,65;9,83;-7,51;9855512;7628085;5724;7676;6140;5908;25448;0,135249;7,393770009
-52,7;-163,63;8,15;9963032;-96,77;162,5;-19,67;9970800;150,7;-179,22;-3;9976384;148,71;175,72;15,22;9982188;-0,65;9,83;-7,51;9987724;7762088;7768;5584;5804;5536;24692;0,134003;7,462519496
-52,7;-163,63;8,15;10094736;-96,77;162,5;-19,67;10100520;150,7;-179,22;-3;10106044;148,71;175,72;15,22;10111892;-0,65;9,83;-7,51;10117884;7893212;5784;5524;5848;5992;23148;0,131124;7,626368933
-52,7;-163,63;8,15;10224936;-96,77;162,5;-19,67;10232540;150,7;-179,22;-3;10238736;148,71;175,72;15,22;10246588;-0,65;9,83;-7,51;10254480;8024213;7604;6196;7852;7892;29544;0,131001;7,633529515
-52,7;-163,63;8,15;10361224;-96,77;162,5;-19,67;10366572;150,7;-179,22;-3;10373232;148,71;175,72;15,22;10379716;-0,65;9,83;-7,51;10387080;8160456;5348;6660;6484;7364;25856;0,136243;7,339826633
-52,7;-163,63;8,15;10494752;-96,77;162,5;-19,67;10500108;150,7;-179,22;-3;10506004;148,71;175,72;15,22;10511432;-0,65;9,83;-7,51;10518120;8294478;5356;5896;5428;6688;23368;0,134022;7,461461551
-52,7;-163,63;8,15;10625684;-96,77;162,5;-19,67;10633568;150,7;-179,22;-3;10640524;148,71;175,72;15,22;10648240;-0,65;9,83;-7,51;10656260;8424564;7884;6956;7716;8020;30576;0,130086;7,687222299
-52,7;-163,63;8,15;10763236;-96,77;162,5;-19,67;10768588;150,7;-179,22;-3;10775392;148,71;175,72;15,22;10781020;-0,65;9,83;-7,51;10788928;8561825;5352;6804;5628;7908;25692;0,137261;7,285390606
-52,7;-163,63;8,15;10896492;-96,77;162,5;-19,67;10901844;150,7;-179,22;-3;10907348;148,71;175,72;15,22;10913204;-0,65;9,83;-7,51;10920692;8695954;5352;5504;5856;7488;24200;0,134129;7,455509249
-52,7;-163,63;8,15;11027924;-96,77;162,5;-19,67;11035776;150,7;-179,22;-3;11043768;148,71;175,72;15,22;11050592;-0,65;9,83;-7,51;11057772;8827076;7852;7992;6824;7180;29848;0,131122;7,626485258
-52,7;-163,63;8,15;11164660;-96,77;162,5;-19,67;11170012;150,7;-179,22;-3;11176376;148,71;175,72;15,22;11181796;-0,65;9,83;-7,51;11189016;8963320;5352;6364;5420;7220;24356;0,136244;7,339772761
-52,7;-163,63;8,15;11296716;-96,77;162,5;-19,67;11302060;150,7;-179,22;-3;11307576;148,71;175,72;15,22;11313308;-0,65;9,83;-7,51;11321028;9094319;5344;5516;5732;7720;24312;0,130999;7,633646058
-52,7;-163,63;8,15;11428564;-96,77;162,5;-19,67;11435752;150,7;-179,22;-3;11443764;148,71;175,72;15,22;11450988;-0,65;9,83;-7,51;11456652;9228449;7188;8012;7224;5664;28088;0,13413;7,455453664
-52,7;-163,63;8,15;11561928;-96,77;162,5;-19,67;11569232;150,7;-179,22;-3;11575864;148,71;175,72;15,22;11581908;-0,65;9,83;-7,51;11587668;9360476;7304;6632;6044;5760;25740;0,132027;7,574208306
-52,7;-163,63;8,15;11692944;-96,77;162,5;-19,67;11700176;150,7;-179,22;-3;11706776;148,71;175,72;15,22;11712404;-0,65;9,83;-7,51;11718544;9491562;7232;6600;5628;6140;25600;0,131086;7,628579711
-52,7;-163,63;8,15;11824200;-96,77;162,5;-19,67;11830940;150,7;-179,22;-3;11837268;148,71;175,72;15,22;11842708;-0,65;9,83;-7,51;11849308;9622687;6740;6328;5440;6600;25108;0,131125;7,626310772
-52,7;-163,63;8,15;11954616;-96,77;162,5;-19,67;11961380;150,7;-179,22;-3;11967788;148,71;175,72;15,22;11973220;-0,65;9,83;-7,51;11979856;9753681;6764;6408;5432;6636;25240;0,130994;7,633937432
-52,7;-163,63;8,15;12085580;-96,77;162,5;-19,67;12092156;150,7;-179,22;-3;12098040;148,71;175,72;15,22;12103484;-0,65;9,83;-7,51;12110500;9885210;6576;5884;5444;7016;24920;0,131529;7,602886056
-52,7;-163,63;8,15;12216192;-96,77;162,5;-19,67;12222764;150,7;-179,22;-3;12228376;148,71;175,72;15,22;12233812;-0,65;9,83;-7,51;12241232;10014393;6572;5612;5436;7420;25040;0,129183;7,740956627
-52,7;-163,63;8,15;12346960;-96,77;162,5;-19,67;12353584;150,7;-179,22;-3;12359092;148,71;175,72;15,22;12364680;-0,65;9,83;-7,51;12372260;10146929;6624;5508;5588;7580;25300;0,132536;7,545119817
-52,7;-163,63;8,15;12478084;-96,77;162,5;-19,67;12484252;150,7;-179,22;-3;12490080;148,71;175,72;15,22;12495956;-0,65;9,83;-7,51;12503588;10277932;6168;5828;5876;7632;25504;0,131003;7,633412975
-52,7;-163,63;8,15;12608860;-96,77;162,5;-19,67;12614920;150,7;-179,22;-3;12620440;148,71;175,72;15,22;12626272;-0,65;9,83;-7,51;12634048;10408420;6060;5520;5832;7776;25188;0,130488;7,663539942
-52,7;-163,63;8,15;12740808;-96,77;162,5;-19,67;12746156;150,7;-179,22;-3;12752960;148,71;175,72;15,22;12758392;-0,65;9,83;-7,51;12765600;10539746;5348;6804;5432;7208;24792;0,131326;7,614638381
-52,7;-163,63;8,15;12873828;-96,77;162,5;-19,67;12880080;150,7;-179,22;-3;12887532;148,71;175,72;15,22;12893812;-0,65;9,83;-7,51;12899836;10674306;6252;7452;6280;6024;26008;0,13456;7,431629013
-52,7;-163,63;8,15;13006612;-96,77;162,5;-19,67;13012456;150,7;-179,22;-3;13019016;148,71;175,72;15,22;13024584;-0,65;9,83;-7,51;13030664;10806298;5844;6560;5568;6080;24052;0,131992;7,57621674
-52,7;-163,63;8,15;13137056;-96,77;162,5;-19,67;13144708;150,7;-179,22;-3;13150220;148,71;175,72;15,22;13155640;-0,65;9,83;-7,51;13161216;10937422;7652;5512;5420;5576;24160;0,131124;7,626368933
-52,7;-163,63;8,15;13267572;-96,77;162,5;-19,67;13275256;150,7;-179,22;-3;13281220;148,71;175,72;15,22;13287080;-0,65;9,83;-7,51;13293092;11068284;7684;5964;5860;6012;25520;0,130862;7,641637756
-52,7;-163,63;8,15;13398944;-96,77;162,5;-19,67;13406816;150,7;-179,22;-3;13413344;148,71;175,72;15,22;13420796;-0,65;9,83;-7,51;13429004;11199841;7872;6528;7452;8208;30060;0,131557;7,601267891
-52,7;-163,63;8,15;13536692;-96,77;162,5;-19,67;13543060;150,7;-179,22;-3;13549392;148,71;175,72;15,22;13555376;-0,65;9,83;-7,51;13562440;11337672;6368;6332;5984;7064;25748;0,137831;7,255261879
-52,7;-163,63;8,15;13669096;-96,77;162,5;-19,67;13676880;150,7;-179,22;-3;13683244;148,71;175,72;15,22;13690164;-0,65;9,83;-7,51;13696156;11469895;7784;6364;6920;5992;27060;0,132223;7,562980722
-52,7;-163,63;8,15;13801432;-96,77;162,5;-19,67;13808920;150,7;-179,22;-3;13817228;148,71;175,72;15,22;13824288;-0,65;9,83;-7,51;13832444;11600788;7488;8308;7060;8156;31012;0,130893;7,639827951
-52,7;-163,63;8,15;13939688;-96,77;162,5;-19,67;13947820;150,7;-179,22;-3;13954788;148,71;175,72;15,22;13960220;-0,65;9,83;-7,51;13966576;11740205;8132;6968;5432;6356;26888;0,139417;7,172726425
-52,7;-163,63;8,15;14071900;-96,77;162,5;-19,67;14079592;150,7;-179,22;-3;14087544;148,71;175,72;15,22;14094664;-0,65;9,83;-7,51;14101492;11873278;7692;7952;7120;6828;29592;0,133073;7,514672398
-52,7;-163,63;8,15;14209520;-96,77;162,5;-19,67;14214860;150,7;-179,22;-3;14220836;148,71;175,72;15,22;14226440;-0,65;9,83;-7,51;14234256;12010535;5340;5976;5604;7816;24736;0,137257;7,28560292
-52,7;-163,63;8,15;14341432;-96,77;162,5;-19,67;14349548;150,7;-179,22;-3;14357680;148,71;175,72;15,22;14364204;-0,65;9,83;-7,51;14369856;12141524;8116;8132;6524;5652;28424;0,130989;7,634228828
-52,7;-163,63;8,15;14475548;-96,77;162,5;-19,67;14482176;150,7;-179,22;-3;14489452;148,71;175,72;15,22;14495964;-0,65;9,83;-7,51;14501832;12276780;6628;7276;6512;5868;26284;0,135256;7,393387354
-52,7;-163,63;8,15;14608712;-96,77;162,5;-19,67;14614060;150,7;-179,22;-3;14620704;148,71;175,72;15,22;14626648;-0,65;9,83;-7,51;14632220;12410784;5348;6644;5944;5572;23508;0,134004;7,462463807
-52,7;-163,63;8,15;14739216;-96,77;162,5;-19,67;14744552;150,7;-179,22;-3;14750768;148,71;175,72;15,22;14756972;-0,65;9,83;-7,51;14762784;12541490;5336;6216;6204;5812;23568;0,130706;7,65075819
-52,7;-163,63;8,15;14868052;-96,77;162,5;-19,67;14874228;150,7;-179,22;-3;14880684;148,71;175,72;15,22;14886808;-0,65;9,83;-7,51;14893248;12669894;6176;6456;6124;6440;25196;0,128404;7,787919379
-52,7;-163,63;8,15;15000272;-96,77;162,5;-19,67;15005596;150,7;-179,22;-3;15011388;148,71;175,72;15,22;15017368;-0,65;9,83;-7,51;15024216;12801021;5324;5792;5980;6848;23944;0,131127;7,626194453
-52,7;-163,63;8,15;15131528;-96,77;162,5;-19,67;15136880;150,7;-179,22;-3;15142396;148,71;175,72;15,22;15147904;-0,65;9,83;-7,51;15154788;12931585;5352;5516;5508;6884;23260;0,130564;7,659079072
-52,7;-163,63;8,15;15262248;-96,77;162,5;-19,67;15267588;150,7;-179,22;-3;15273112;148,71;175,72;15,22;15278540;-0,65;9,83;-7,51;15285688;13063136;5340;5524;5428;7148;23440;0,131551;7,601614583
-52,7;-163,63;8,15;15393616;-96,77;162,5;-19,67;15399392;150,7;-179,22;-3;15406448;148,71;175,72;15,22;15411876;-0,65;9,83;-7,51;15417812;13194146;5776;7056;5428;5936;24196;0,13101;7,633005114
-52,7;-163,63;8,15;15524456;-96,77;162,5;-19,67;15530224;150,7;-179,22;-3;15537924;148,71;175,72;15,22;15545652;-0,65;9,83;-7,51;15551896;13325269;5768;7700;7728;6244;27440;0,131123;7,626427095
-52,7;-163,63;8,15;15657784;-96,77;162,5;-19,67;15665416;150,7;-179,22;-3;15671952;148,71;175,72;15,22;15678208;-0,65;9,83;-7,51;15683984;13460394;7632;6536;6256;5776;26200;0,135125;7,400555042
-52,7;-163,63;8,15;15789256;-96,77;162,5;-19,67;15796812;150,7;-179,22;-3;15802572;148,71;175,72;15,22;15808776;-0,65;9,83;-7,51;15816260;13591516;7556;5760;6204;7484;27004;0,131122;7,626485258
-52,7;-163,63;8,15;15921532;-96,77;162,5;-19,67;15927960;150,7;-179,22;-3;15933456;148,71;175,72;15,22;15939096;-0,65;9,83;-7,51;15945888;13722506;6428;5496;5640;6792;24356;0,13099;7,634170547
-52,7;-163,63;8,15;16051588;-96,77;162,5;-19,67;16058500;150,7;-179,22;-3;16064520;148,71;175,72;15,22;16069944;-0,65;9,83;-7,51;16076356;13853635;6912;6020;5424;6412;24768;0,131129;7,626078137
-52,7;-163,63;8,15;16182080;-96,77;162,5;-19,67;16189024;150,7;-179,22;-3;16194976;148,71;175,72;15,22;16200396;-0,65;9,83;-7,51;16206388;13984625;6944;5952;5420;5992;24308;0,13099;7,634170547
-52,7;-163,63;8,15;16311668;-96,77;162,5;-19,67;16319260;150,7;-179,22;-3;16324784;148,71;175,72;15,22;16330220;-0,65;9,83;-7,51;16335780;14114614;7592;5524;5436;5560;24112;0,129989;7,692958635
-52,7;-163,63;8,15;16441356;-96,77;162,5;-19,67;16449004;150,7;-179,22;-3;16454992;148,71;175,72;15,22;16460420;-0,65;9,83;-7,51;16466276;14242221;7648;5988;5428;5856;24920;0,127607;7,83656069
-52,7;-163,63;8,15;16572112;-96,77;162,5;-19,67;16578492;150,7;-179,22;-3;16584008;148,71;175,72;15,22;16589996;-0,65;9,83;-7,51;16596644;14373662;6380;5516;5988;6648;24532;0,131441;7,607976202
-52,7;-163,63;8,15;16702296;-96,77;162,5;-19,67;16709916;150,7;-179,22;-3;16715844;148,71;175,72;15,22;16721256;-0,65;9,83;-7,51;16727792;14504880;7620;5928;5412;6536;25496;0,131218;7,620905668
-52,7;-163,63;8,15;16833168;-96,77;162,5;-19,67;16840772;150,7;-179,22;-3;16847084;148,71;175,72;15,22;16852920;-0,65;9,83;-7,51;16859092;14635876;7604;6312;5836;6172;25924;0,130996;7,63382088
-52,7;-163,63;8,15;16964372;-96,77;162,5;-19,67;16972004;150,7;-179,22;-3;16977524;148,71;175,72;15,22;16983360;-0,65;9,83;-7,51;16990068;14766996;7632;5520;5836;6708;25696;0,13112;7,626601586
-52,7;-163,63;8,15;17095844;-96,77;162,5;-19,67;17102780;150,7;-179,22;-3;17110952;148,71;175,72;15,22;17117168;-0,65;9,83;-7,51;17123172;14897977;6936;8172;6216;6004;27328;0,130981;7,634695108
-52,7;-163,63;8,15;17228700;-96,77;162,5;-19,67;17234420;150,7;-179,22;-3;17242192;148,71;175,72;15,22;17249572;-0,65;9,83;-7,51;17256172;15033414;5720;7772;7380;6600;27472;0,135437;7,383506723
-52,7;-163,63;8,15;17363540;-96,77;162,5;-19,67;17370924;150,7;-179,22;-3;17376444;148,71;175,72;15,22;17381876;-0,65;9,83;-7,51;17390036;15166594;7384;5520;5432;8160;26496;0,13318;7,50863493
-52,7;-163,63;8,15;17495676;-96,77;162,5;-19,67;17503292;150,7;-179,22;-3;17511552;148,71;175,72;15,22;17517768;-0,65;9,83;-7,51;17524188;15299370;7616;8260;6216;6420;28512;0,132776;7,531481593
-52,7;-163,63;8,15;17629456;-96,77;162,5;-19,67;17635740;150,7;-179,22;-3;17643220;148,71;175,72;15,22;17650280;-0,65;9,83;-7,51;17655864;15433489;6284;7480;7060;5584;26408;0,134119;7,456065136
-52,7;-163,63;8,15;17763988;-96,77;162,5;-19,67;17770016;150,7;-179,22;-3;17775516;148,71;175,72;15,22;17781532;-0,65;9,83;-7,51;17787120;15567602;6028;5500;6016;5588;23132;0,134113;7,456398709
-52,7;-163,63;8,15;17894716;-96,77;162,5;-19,67;17900996;150,7;-179,22;-3;17906988;148,71;175,72;15,22;17912420;-0,65;9,83;-7,51;17917996;15698473;6280;5992;5432;5576;23280;0,130871;7,64111224
-52,7;-163,63;8,15;18025544;-96,77;162,5;-19,67;18030892;150,7;-179,22;-3;18036536;148,71;175,72;15,22;18042228;-0,65;9,83;-7,51;18048600;15829707;5348;5644;5692;6372;23056;0,131234;7,61997653
-52,7;-163,63;8,15;18156148;-96,77;162,5;-19,67;18162864;150,7;-179,22;-3;18169684;148,71;175,72;15,22;18176036;-0,65;9,83;-7,51;18182020;15958863;6716;6820;6352;5984;25872;0,129156;7,742574871
-52,7;-163,63;8,15;18288396;-96,77;162,5;-19,67;18296152;150,7;-179,22;-3;18303984;148,71;175,72;15,22;18311344;-0,65;9,83;-7,51;18319104;16092654;7756;7832;7360;7760;30708;0,133791;7,474344313
-52,7;-163,63;8,15;18427088;-96,77;162,5;-19,67;18432428;150,7;-179,22;-3;18438364;148,71;175,72;15,22;18443796;-0,65;9,83;-7,51;18450964;16232114;5340;5936;5432;7168;23876;0,13946;7,170514843
-52,7;-163,63;8,15;18558592;-96,77;162,5;-19,67;18566048;150,7;-179,22;-3;18573824;148,71;175,72;15,22;18581308;-0,65;9,83;-7,51;18589436;16363100;7456;7776;7484;8128;30844;0,130986;7,634403677
-52,7;-163,63;8,15;18697284;-96,77;162,5;-19,67;18703044;150,7;-179,22;-3;18709164;148,71;175,72;15,22;18714584;-0,65;9,83;-7,51;18722364;16502485;5760;6120;5420;7780;25080;0,139385;7,174373139
-52,7;-163,63;8,15;18829936;-96,77;162,5;-19,67;18835284;150,7;-179,22;-3;18843436;148,71;175,72;15,22;18851132;-0,65;9,83;-7,51;18856708;16634600;5348;8152;7696;5576;26772;0,132115;7,569163229
-52,7;-163,63;8,15;18962224;-96,77;162,5;-19,67;18969876;150,7;-179,22;-3;18976408;148,71;175,72;15,22;18982908;-0,65;9,83;-7,51;18989188;16765706;7652;6532;6500;6280;26964;0,131106;7,627415984
-52,7;-163,63;8,15;19094892;-96,77;162,5;-19,67;19101328;150,7;-179,22;-3;19106984;148,71;175,72;15,22;19113576;-0,65;9,83;-7,51;19119576;16899732;6436;5656;6592;6000;24684;0,134026;7,461238864
-52,7;-163,63;8,15;19225268;-96,77;162,5;-19,67;19232064;150,7;-179,22;-3;19237572;148,71;175,72;15,22;19243712;-0,65;9,83;-7,51;19249532;17030617;6796;5508;6140;5820;24264;0,130885;7,640294915
-52,7;-163,63;8,15;19355092;-96,77;162,5;-19,67;19362052;150,7;-179,22;-3;19367564;148,71;175,72;15,22;19373812;-0,65;9,83;-7,51;19379440;17158782;6960;5512;6248;5628;24348;0,128165;7,802442164
-52,7;-163,63;8,15;19484728;-96,77;162,5;-19,67;19491272;150,7;-179,22;-3;19497164;148,71;175,72;15,22;19503684;-0,65;9,83;-7,51;19510168;17289970;6544;5892;6520;6484;25440;0,131188;7,622648413
-52,7;-163,63;8,15;19615440;-96,77;162,5;-19,67;19622828;150,7;-179,22;-3;19628344;148,71;175,72;15,22;19634396;-0,65;9,83;-7,51;19640804;17420969;7388;5516;6052;6408;25364;0,130999;7,633646058
-52,7;-163,63;8,15;19746088;-96,77;162,5;-19,67;19753424;150,7;-179,22;-3;19759364;148,71;175,72;15,22;19765180;-0,65;9,83;-7,51;19771724;17551052;7336;5940;5816;6544;25636;0,130083;7,687399583
-52,7;-163,63;8,15;19877192;-96,77;162,5;-19,67;19884452;150,7;-179,22;-3;19890384;148,71;175,72;15,22;19895820;-0,65;9,83;-7,51;19902524;17683216;7260;5932;5436;6704;25332;0,132164;7,56635695
-52,7;-163,63;8,15;20008160;-96,77;162,5;-19,67;20015084;150,7;-179,22;-3;20021796;148,71;175,72;15,22;20027648;-0,65;9,83;-7,51;20033956;17814201;6924;6712;5852;6308;25796;0,130985;7,634461961
-52,7;-163,63;8,15;20139228;-96,77;162,5;-19,67;20145768;150,7;-179,22;-3;20153020;148,71;175,72;15,22;20159624;-0,65;9,83;-7,51;20165684;17944761;6540;7252;6604;6060;26456;0,13056;7,659313725
