;;;;;;;;;;;;;;;;;;;;;delta12[?s];delta23[?s];delta34[?s];delta54[?s];Razem[?s];Przesy³ SerialPort [s];Przesy³ SerialPort [Hz]
-50,77;-163,54;7,85;5892572;-95,61;162,23;-19,56;5898108;143,81;-179,16;-2,6;5904120;150,73;175,99;15,27;5911172;-0,66;9,88;-7,68;5919512;3692297;5536;6012;7052;8340;26940;0,135565;7,376535241
-50,77;-163,54;7,85;6027012;-95,61;162,23;-19,56;6032312;143,81;-179,16;-2,6;6039620;150,73;175,99;15,27;6045052;-0,66;9,88;-7,68;6052400;3827439;5300;7308;5432;7348;25388;0,135142;7,399624099
-50,77;-163,54;7,85;6158876;-95,61;162,23;-19,56;6166456;143,81;-179,16;-2,6;6171912;150,73;175,99;15,27;6179744;-0,66;9,88;-7,68;6185236;3958307;7580;5456;7832;5492;26360;0,130868;7,641287404
-50,77;-163,54;7,85;6290552;-95,61;162,23;-19,56;6298072;143,81;-179,16;-2,6;6303956;150,73;175,99;15,27;6311264;-0,66;9,88;-7,68;6316992;4092564;7520;5884;7308;5728;26440;0,134257;7,448401201
-50,77;-163,54;7,85;6422696;-95,61;162,23;-19,56;6429564;143,81;-179,16;-2,6;6436728;150,73;175,99;15,27;6442908;-0,66;9,88;-7,68;6448820;4224263;6868;7164;6180;5912;26124;0,131699;7,593072081
-50,77;-163,54;7,85;6555088;-95,61;162,23;-19,56;6560956;143,81;-179,16;-2,6;6566412;150,73;175,99;15,27;6572676;-0,66;9,88;-7,68;6578164;4355287;5868;5456;6264;5488;23076;0,131024;7,632189523
-50,77;-163,54;7,85;6683436;-95,61;162,23;-19,56;6690192;143,81;-179,16;-2,6;6697696;150,73;175,99;15,27;6703400;-0,66;9,88;-7,68;6709060;4485685;6756;7504;5704;5660;25624;0,130398;7,668829277
-50,77;-163,54;7,85;6814748;-95,61;162,23;-19,56;6821276;143,81;-179,16;-2,6;6829124;150,73;175,99;15,27;6834684;-0,66;9,88;-7,68;6840196;4616801;6528;7848;5560;5512;25448;0,131116;7,626834254
-50,77;-163,54;7,85;6946136;-95,61;162,23;-19,56;6952268;143,81;-179,16;-2,6;6959960;150,73;175,99;15,27;6965812;-0,66;9,88;-7,68;6971300;4747736;6132;7692;5852;5488;25164;0,130935;7,637377325
-50,77;-163,54;7,85;7077984;-95,61;162,23;-19,56;7083640;143,81;-179,16;-2,6;7090804;150,73;175,99;15,27;7096224;-0,66;9,88;-7,68;7101888;4880049;5656;7164;5420;5664;23904;0,132313;7,557836343
-50,77;-163,54;7,85;7208580;-95,61;162,23;-19,56;7214032;143,81;-179,16;-2,6;7221004;150,73;175,99;15,27;7226968;-0,66;9,88;-7,68;7232744;5011043;5452;6972;5964;5776;24164;0,130994;7,633937432
-50,77;-163,54;7,85;7338004;-95,61;162,23;-19,56;7344036;143,81;-179,16;-2,6;7351224;150,73;175,99;15,27;7357356;-0,66;9,88;-7,68;7363668;5140033;6032;7188;6132;6312;25664;0,12899;7,752538957
-50,77;-163,54;7,85;7470956;-95,61;162,23;-19,56;7476628;143,81;-179,16;-2,6;7482644;150,73;175,99;15,27;7490144;-0,66;9,88;-7,68;7495632;5273851;5672;6016;7500;5488;24676;0,133818;7,47283624
-50,77;-163,54;7,85;7603196;-95,61;162,23;-19,56;7610048;143,81;-179,16;-2,6;7615500;150,73;175,99;15,27;7623012;-0,66;9,88;-7,68;7629784;5403903;6852;5452;7512;6772;26588;0,130052;7,689232
-50,77;-163,54;7,85;7736184;-95,61;162,23;-19,56;7742544;143,81;-179,16;-2,6;7750288;150,73;175,99;15,27;7755696;-0,66;9,88;-7,68;7763952;5538207;6360;7744;5408;8256;27768;0,134304;7,445794615
-50,77;-163,54;7,85;7869648;-95,61;162,23;-19,56;7876024;143,81;-179,16;-2,6;7882416;150,73;175,99;15,27;7888952;-0,66;9,88;-7,68;7896352;5670483;6376;6392;6536;7400;26704;0,132276;7,559950407
-50,77;-163,54;7,85;8004228;-95,61;162,23;-19,56;8010104;143,81;-179,16;-2,6;8015548;150,73;175,99;15,27;8023332;-0,66;9,88;-7,68;8029012;5805700;5876;5444;7784;5680;24784;0,135217;7,395519794
-50,77;-163,54;7,85;8136700;-95,61;162,23;-19,56;8142424;143,81;-179,16;-2,6;8150356;150,73;175,99;15,27;8155780;-0,66;9,88;-7,68;8161708;5939793;5724;7932;5424;5928;25008;0,134093;7,457510832
-50,77;-163,54;7,85;8268044;-95,61;162,23;-19,56;8275620;143,81;-179,16;-2,6;8282468;150,73;175,99;15,27;8288480;-0,66;9,88;-7,68;8295496;6070974;7576;6848;6012;7016;27452;0,131181;7,623055168
-50,77;-163,54;7,85;8401188;-95,61;162,23;-19,56;8407872;143,81;-179,16;-2,6;8413800;150,73;175,99;15,27;8421036;-0,66;9,88;-7,68;8426940;6202905;6684;5928;7236;5904;25752;0,131931;7,579719702
-50,77;-163,54;7,85;8532880;-95,61;162,23;-19,56;8539200;143,81;-179,16;-2,6;8544660;150,73;175,99;15,27;8550068;-0,66;9,88;-7,68;8556528;6333652;6320;5460;5408;6460;23648;0,130747;7,648359045
-50,77;-163,54;7,85;8662212;-95,61;162,23;-19,56;8668912;143,81;-179,16;-2,6;8674380;150,73;175,99;15,27;8681776;-0,66;9,88;-7,68;8689044;6465028;6700;5468;7396;7268;26832;0,131376;7,611740348
-50,77;-163,54;7,85;8794288;-95,61;162,23;-19,56;8800180;143,81;-179,16;-2,6;8806048;150,73;175,99;15,27;8813644;-0,66;9,88;-7,68;8822252;6596084;5892;5868;7596;8608;27964;0,131056;7,630325968
-50,77;-163,54;7,85;8929860;-95,61;162,23;-19,56;8938248;143,81;-179,16;-2,6;8943988;150,73;175,99;15,27;8949404;-0,66;9,88;-7,68;8955632;6731275;8388;5740;5416;6228;25772;0,135191;7,396942104
-50,77;-163,54;7,85;9061720;-95,61;162,23;-19,56;9069316;143,81;-179,16;-2,6;9074784;150,73;175,99;15,27;9082044;-0,66;9,88;-7,68;9087540;6865404;7596;5468;7260;5496;25820;0,134129;7,455509249
-50,77;-163,54;7,85;9193132;-95,61;162,23;-19,56;9199424;143,81;-179,16;-2,6;9204888;150,73;175,99;15,27;9211900;-0,66;9,88;-7,68;9218000;6996482;6292;5464;7012;6100;24868;0,131078;7,629045301
-50,77;-163,54;7,85;9323512;-95,61;162,23;-19,56;9331036;143,81;-179,16;-2,6;9336912;150,73;175,99;15,27;9344600;-0,66;9,88;-7,68;9350232;7127527;7524;5876;7688;5632;26720;0,131045;7,630966462
-50,77;-163,54;7,85;9455916;-95,61;162,23;-19,56;9462308;143,81;-179,16;-2,6;9467760;150,73;175,99;15,27;9475356;-0,66;9,88;-7,68;9480856;7259645;6392;5452;7596;5500;24940;0,132118;7,568991356
-50,77;-163,54;7,85;9586528;-95,61;162,23;-19,56;9593128;143,81;-179,16;-2,6;9600976;150,73;175,99;15,27;9607224;-0,66;9,88;-7,68;9613148;7390761;6600;7848;6248;5924;26620;0,131116;7,626834254
-50,77;-163,54;7,85;9720336;-95,61;162,23;-19,56;9726112;143,81;-179,16;-2,6;9733240;150,73;175,99;15,27;9738664;-0,66;9,88;-7,68;9744584;7523719;5776;7128;5424;5920;24248;0,132958;7,521172099
-50,77;-163,54;7,85;9850104;-95,61;162,23;-19,56;9855404;143,81;-179,16;-2,6;9863124;150,73;175,99;15,27;9868540;-0,66;9,88;-7,68;9874040;7653493;5300;7720;5416;5500;23936;0,129774;7,705703762
-50,77;-163,54;7,85;9980992;-95,61;162,23;-19,56;9986292;143,81;-179,16;-2,6;9993472;150,73;175,99;15,27;9998884;-0,66;9,88;-7,68;10004380;7783639;5300;7180;5412;5496;23388;0,130146;7,68367833
-50,77;-163,54;7,85;10111436;-95,61;162,23;-19,56;10116780;143,81;-179,16;-2,6;10123860;150,73;175,99;15,27;10129328;-0,66;9,88;-7,68;10135484;7915014;5344;7080;5468;6156;24048;0,131375;7,611798287
-50,77;-163,54;7,85;10243172;-95,61;162,23;-19,56;10248516;143,81;-179,16;-2,6;10254768;150,73;175,99;15,27;10260664;-0,66;9,88;-7,68;10266456;8046009;5344;6252;5896;5792;23284;0,130995;7,633879156
-50,77;-163,54;7,85;10374588;-95,61;162,23;-19,56;10381508;143,81;-179,16;-2,6;10387444;150,73;175,99;15,27;10395960;-0,66;9,88;-7,68;10404296;8177133;6920;5936;8516;8336;29708;0,131124;7,626368933
-50,77;-163,54;7,85;10510024;-95,61;162,23;-19,56;10516588;143,81;-179,16;-2,6;10523620;150,73;175,99;15,27;10529188;-0,66;9,88;-7,68;10536932;8314245;6564;7032;5568;7744;26908;0,137112;7,293307661
-50,77;-163,54;7,85;10644168;-95,61;162,23;-19,56;10649500;143,81;-179,16;-2,6;10655376;150,73;175,99;15,27;10661272;-0,66;9,88;-7,68;10668432;8447307;5332;5876;5896;7160;24264;0,133062;7,515293623
-50,77;-163,54;7,85;10776348;-95,61;162,23;-19,56;10783276;143,81;-179,16;-2,6;10790228;150,73;175,99;15,27;10797968;-0,66;9,88;-7,68;10805152;8581511;6928;6952;7740;7184;28804;0,134204;7,451342732
-50,77;-163,54;7,85;10910468;-95,61;162,23;-19,56;10917656;143,81;-179,16;-2,6;10924548;150,73;175,99;15,27;10930024;-0,66;9,88;-7,68;10938476;8714573;7188;6892;5476;8452;28008;0,133062;7,515293623
-50,77;-163,54;7,85;11045580;-95,61;162,23;-19,56;11050916;143,81;-179,16;-2,6;11056420;150,73;175,99;15,27;11062344;-0,66;9,88;-7,68;11070176;8848875;5336;5504;5924;7832;24596;0,134302;7,445905497
-50,77;-163,54;7,85;11178076;-95,61;162,23;-19,56;11185124;143,81;-179,16;-2,6;11192992;150,73;175,99;15,27;11199600;-0,66;9,88;-7,68;11205580;8982877;7048;7868;6608;5980;27504;0,134002;7,462575185
-50,77;-163,54;7,85;11311488;-95,61;162,23;-19,56;11318956;143,81;-179,16;-2,6;11325416;150,73;175,99;15,27;11330896;-0,66;9,88;-7,68;11336872;9114996;7468;6460;5480;5976;25384;0,132119;7,568934067
-50,77;-163,54;7,85;11442348;-95,61;162,23;-19,56;11449836;143,81;-179,16;-2,6;11455948;150,73;175,99;15,27;11461712;-0,66;9,88;-7,68;11467672;9246118;7488;6112;5764;5960;25324;0,131122;7,626485258
-50,77;-163,54;7,85;11572996;-95,61;162,23;-19,56;11580328;143,81;-179,16;-2,6;11586208;150,73;175,99;15,27;11591860;-0,66;9,88;-7,68;11597404;9377107;7332;5880;5652;5544;24408;0,130989;7,634228828
-50,77;-163,54;7,85;11703276;-95,61;162,23;-19,56;11709616;143,81;-179,16;-2,6;11716148;150,73;175,99;15,27;11721620;-0,66;9,88;-7,68;11727740;9507960;6340;6532;5472;6120;24464;0,130853;7,642163344
-50,77;-163,54;7,85;11833624;-95,61;162,23;-19,56;11841152;143,81;-179,16;-2,6;11846672;150,73;175,99;15,27;11852136;-0,66;9,88;-7,68;11858416;9639241;7528;5520;5464;6280;24792;0,131281;7,617248497
-50,77;-163,54;7,85;11964300;-95,61;162,23;-19,56;11971748;143,81;-179,16;-2,6;11977260;150,73;175,99;15,27;11983184;-0,66;9,88;-7,68;11989452;9770357;7448;5512;5924;6268;25152;0,131116;7,626834254
-50,77;-163,54;7,85;12095012;-95,61;162,23;-19,56;12102620;143,81;-179,16;-2,6;12108444;150,73;175,99;15,27;12114916;-0,66;9,88;-7,68;12120844;9901063;7608;5824;6472;5928;25832;0,130706;7,65075819
-50,77;-163,54;7,85;12226168;-95,61;162,23;-19,56;12233228;143,81;-179,16;-2,6;12239160;150,73;175,99;15,27;12246408;-0,66;9,88;-7,68;12252356;10032486;7060;5932;7248;5948;26188;0,131423;7,609018208
-50,77;-163,54;7,85;12357692;-95,61;162,23;-19,56;12364236;143,81;-179,16;-2,6;12369748;150,73;175,99;15,27;12377332;-0,66;9,88;-7,68;12383112;10163590;6544;5512;7584;5780;25420;0,131104;7,627532341
-50,77;-163,54;7,85;12488860;-95,61;162,23;-19,56;12495156;143,81;-179,16;-2,6;12502468;150,73;175,99;15,27;12509372;-0,66;9,88;-7,68;12514916;10294608;6296;7312;6904;5544;26056;0,131018;7,63253904
-50,77;-163,54;7,85;12622100;-95,61;162,23;-19,56;12627564;143,81;-179,16;-2,6;12635368;150,73;175,99;15,27;12641676;-0,66;9,88;-7,68;12647656;10428613;5464;7804;6308;5980;25556;0,134005;7,462408119
-50,77;-163,54;7,85;12755292;-95,61;162,23;-19,56;12760632;143,81;-179,16;-2,6;12767016;150,73;175,99;15,27;12772500;-0,66;9,88;-7,68;12778476;10560855;5340;6384;5484;5976;23184;0,132242;7,561894103
-50,77;-163,54;7,85;12886144;-95,61;162,23;-19,56;12893976;143,81;-179,16;-2,6;12899912;150,73;175,99;15,27;12905388;-0,66;9,88;-7,68;12910940;10690980;7832;5936;5476;5552;24796;0,130125;7,684918348
-50,77;-163,54;7,85;13017560;-95,61;162,23;-19,56;13025280;143,81;-179,16;-2,6;13032232;150,73;175,99;15,27;13039972;-0,66;9,88;-7,68;13047144;10822965;7720;6952;7740;7172;29584;0,131985;7,576618555
-50,77;-163,54;7,85;13154424;-95,61;162,23;-19,56;13159768;143,81;-179,16;-2,6;13166836;150,73;175,99;15,27;13172668;-0,66;9,88;-7,68;13178944;10961100;5344;7068;5832;6276;24520;0,138135;7,239294893
-50,77;-163,54;7,85;13286744;-95,61;162,23;-19,56;13293480;143,81;-179,16;-2,6;13298988;150,73;175,99;15,27;13304452;-0,66;9,88;-7,68;13310580;11093348;6736;5508;5464;6128;23836;0,132248;7,561551025
-50,77;-163,54;7,85;13417380;-95,61;162,23;-19,56;13424288;143,81;-179,16;-2,6;13430212;150,73;175,99;15,27;13436668;-0,66;9,88;-7,68;13442228;11224328;6908;5924;6456;5560;24848;0,13098;7,634753397
-50,77;-163,53;7,86;13549292;-95,61;162,23;-19,57;13557052;143,81;-179,17;-2,62;13565276;150,73;175,98;15,27;13572372;-0,66;9,88;-7,68;13580248;11355473;7760;8224;7096;7876;30956;0,131145;7,625147737
-50,77;-163,53;7,86;13688264;-95,61;162,23;-19,57;13694160;143,81;-179,16;-2,63;13700148;150,73;175,98;15,27;13705612;-0,66;9,88;-7,68;13712684;11493721;5896;5988;5464;7072;24420;0,138248;7,233377698
-50,77;-163,53;7,86;13819696;-95,61;162,23;-19,57;13826424;143,81;-179,16;-2,63;13834212;150,73;175,98;15,27;13841984;-0,66;9,88;-7,68;13849244;11625915;6728;7788;7772;7260;29548;0,132194;7,564639847
-50,77;-163,53;7,86;13955160;-95,61;162,23;-19,57;13961664;143,81;-179,16;-2,63;13968236;150,73;175,98;15,27;13973992;-0,66;9,88;-7,68;13982096;11760965;6504;6572;5756;8104;26936;0,13505;7,404664939
-50,77;-163,53;7,86;14089996;-95,61;162,23;-19,57;14096028;143,81;-179,16;-2,63;14103120;150,73;175,98;15,27;14109016;-0,66;9,88;-7,68;14116012;11895717;6032;7092;5896;6996;26016;0,134752;7,421040133
-50,77;-163,53;7,86;14222540;-95,61;162,23;-19,57;14230376;143,81;-179,16;-2,63;14237440;150,73;175,98;15,27;14243752;-0,66;9,88;-7,68;14249776;12030085;7836;7064;6312;6024;27236;0,134368;7,442248154
-50,77;-163,53;7,86;14355496;-95,61;162,23;-19,57;14362700;143,81;-179,16;-2,63;14369000;150,73;175,98;15,27;14374640;-0,66;9,88;-7,68;14380680;12162280;7204;6300;5640;6040;25184;0,132195;7,564582624
-50,77;-163,53;7,86;14486420;-95,61;162,23;-19,57;14493356;143,81;-179,16;-2,63;14499164;150,73;175,98;15,27;14505000;-0,66;9,88;-7,68;14510600;12292823;6936;5808;5836;5600;24180;0,130543;7,660311162
-50,77;-163,53;7,86;14615920;-95,61;162,23;-19,57;14622212;143,81;-179,16;-2,63;14628592;150,73;175,98;15,27;14634652;-0,66;9,88;-7,68;14640844;12422694;6292;6380;6060;6192;24924;0,129871;7,69994841
-50,77;-163,53;7,86;14746148;-95,61;162,23;-19,57;14753708;143,81;-179,16;-2,63;14759384;150,73;175,98;15,27;14765024;-0,66;9,88;-7,68;14771660;12553057;7560;5676;5640;6636;25512;0,130363;7,670888212
-50,77;-163,53;7,86;14877120;-95,61;162,23;-19,57;14884468;143,81;-179,16;-2,63;14890032;150,73;175,98;15,27;14895496;-0,66;9,88;-7,68;14902188;12683974;7348;5564;5464;6692;25068;0,130917;7,638427401
-50,77;-163,53;7,86;15007688;-95,61;162,23;-19,57;15015204;143,81;-179,16;-2,63;15020756;150,73;175,98;15,27;15026420;-0,66;9,88;-7,68;15033120;12813579;7516;5552;5664;6700;25432;0,129605;7,715751707
-50,77;-163,53;7,86;15138864;-95,61;162,23;-19,57;15145840;143,81;-179,16;-2,63;15151824;150,73;175,98;15,27;15157320;-0,66;9,88;-7,68;15164128;12944579;6976;5984;5496;6808;25264;0,131;7,633587786
-50,77;-163,53;7,86;15269456;-95,61;162,23;-19,57;15276400;143,81;-179,16;-2,63;15282660;150,73;175,98;15,27;15289060;-0,66;9,88;-7,68;15295624;13075704;6944;6260;6400;6564;26168;0,131125;7,626310772
-50,77;-163,53;7,86;15402364;-95,61;162,23;-19,57;15408288;143,81;-179,16;-2,63;15416780;150,73;175,98;15,27;15424228;-0,66;9,88;-7,68;15429836;13210824;5924;8492;7448;5608;27472;0,13512;7,400828893
-50,77;-163,53;7,86;15537136;-95,61;162,23;-19,57;15544560;143,81;-179,16;-2,63;15550128;150,73;175,98;15,27;15556152;-0,66;9,88;-7,68;15563796;13344952;7424;5568;6024;7644;26660;0,134128;7,455564834
-50,77;-163,53;7,86;15669500;-95,61;162,23;-19,57;15675924;143,81;-179,16;-2,63;15681900;150,73;175,98;15,27;15687772;-0,66;9,88;-7,68;15696028;13477070;6424;5976;5872;8256;26528;0,132118;7,568991356
-50,77;-163,53;7,86;15801764;-95,61;162,23;-19,57;15808772;143,81;-179,16;-2,63;15817188;150,73;175,98;15,27;15824720;-0,66;9,88;-7,68;15830704;13608066;7008;8416;7532;5984;28940;0,130996;7,63382088
-50,77;-163,53;7,86;15938384;-95,61;162,23;-19,57;15945324;143,81;-179,16;-2,63;15950896;150,73;175,98;15,27;15956828;-0,66;9,88;-7,68;15962652;13746321;6940;5572;5932;5824;24268;0,138255;7,233011464
-50,77;-163,53;7,86;16069792;-95,61;162,23;-19,57;16075384;143,81;-179,16;-2,63;16080952;150,73;175,98;15,27;16086780;-0,66;9,88;-7,68;16092528;13878445;5592;5568;5828;5748;22736;0,132124;7,568647634
-50,77;-163,53;7,86;16199868;-95,61;162,23;-19,57;16207296;143,81;-179,16;-2,63;16213300;150,73;175,98;15,27;16219224;-0,66;9,88;-7,68;16225260;14008441;7428;6004;5924;6036;25392;0,129996;7,692544386
-50,77;-163,53;7,86;16331412;-95,61;162,23;-19,57;16339328;143,81;-179,16;-2,63;16347604;150,73;175,98;15,27;16355456;-0,66;9,88;-7,68;16362968;14140564;7916;8276;7852;7512;31556;0,132123;7,568704919
-50,77;-163,53;7,86;16470768;-95,61;162,23;-19,56;16476112;143,81;-179,17;-2,63;16481680;150,73;175,98;15,27;16487392;-0,66;9,88;-7,68;16494392;14279810;5344;5568;5712;7000;23624;0,139246;7,181534838
-50,77;-163,53;7,86;16601484;-95,61;162,23;-19,56;16608656;143,81;-179,17;-2,63;16615460;150,73;175,98;15,27;16622588;-0,66;9,88;-7,68;16628620;14410808;7172;6804;7128;6032;27136;0,130998;7,633704331
-50,77;-163,53;7,86;16733940;-95,61;162,23;-19,56;16741600;143,81;-179,17;-2,63;16749484;150,73;175,98;15,27;16756764;-0,66;9,88;-7,68;16764696;14541932;7660;7884;7280;7932;30756;0,131124;7,626368933
-50,77;-163,53;7,86;16872552;-95,61;162,23;-19,56;16877892;143,81;-179,17;-2,63;16883880;150,73;175,98;15,27;16889848;-0,66;9,88;-7,68;16897252;14681191;5340;5988;5968;7404;24700;0,139259;7,180864432
-50,77;-163,53;7,86;17003804;-95,61;162,23;-19,56;17011816;143,81;-179,17;-2,63;17019872;150,73;175,98;15,27;17026928;-0,66;9,88;-7,68;17033852;14812305;8012;8056;7056;6924;30048;0,131114;7,626950593
-50,77;-163,53;7,86;17142104;-95,61;162,23;-19,56;17147864;143,81;-179,17;-2,63;17153848;150,73;175,98;15,27;17159344;-0,66;9,88;-7,68;17167700;14951546;5760;5984;5496;8356;25596;0,139241;7,181792719
-50,77;-163,53;7,86;17274808;-95,61;162,23;-19,56;17280328;143,81;-179,17;-2,63;17288160;150,73;175,98;15,27;17295928;-0,66;9,88;-7,68;17301908;15082536;5520;7832;7768;5980;27100;0,13099;7,634170547
-50,77;-163,53;7,86;17407396;-95,61;162,23;-19,56;17415060;143,81;-179,17;-2,63;17421752;150,73;175,98;15,27;17428068;-0,66;9,88;-7,68;17433688;15216681;7664;6692;6316;5620;26292;0,134145;7,454620001
-50,77;-163,53;7,86;17539712;-95,61;162,23;-19,56;17546384;143,81;-179,17;-2,63;17552224;150,73;175,98;15,27;17558636;-0,66;9,88;-7,68;17564240;15347861;6672;5840;6412;5604;24528;0,13118;7,623113279
-50,77;-163,53;7,86;17670116;-95,61;162,23;-19,56;17677040;143,81;-179,17;-2,63;17682616;150,73;175,98;15,27;17688724;-0,66;9,88;-7,68;17695088;15479469;6924;5576;6108;6364;24972;0,131608;7,59832229
-50,77;-163,53;7,86;17801476;-95,61;162,23;-19,56;17807900;143,81;-179,17;-2,63;17813464;150,73;175,98;15,27;17819240;-0,66;9,88;-7,68;17825604;15610913;6424;5564;5776;6364;24128;0,131444;7,607802562
-50,77;-163,53;7,86;17930912;-95,61;162,23;-19,56;17937740;143,81;-179,17;-2,63;17943292;150,73;175,98;15,27;17949344;-0,66;9,88;-7,68;17956160;15740924;6828;5552;6052;6816;25248;0,130011;7,69165686
-50,77;-163,53;7,86;18062512;-95,61;162,23;-19,56;18068928;143,81;-179,17;-2,63;18074492;150,73;175,98;15,27;18079968;-0,66;9,88;-7,68;18086992;15872841;6416;5564;5476;7024;24480;0,131917;7,580524117
-50,77;-163,53;7,86;18193816;-95,61;162,23;-19,56;18199904;143,81;-179,17;-2,63;18206100;150,73;175,98;15,27;18211584;-0,66;9,88;-7,68;18218328;16004168;6088;6196;5484;6744;24512;0,131327;7,614580399
-50,77;-163,53;7,86;18325948;-95,61;162,23;-19,56;18331292;143,81;-179,17;-2,63;18338812;150,73;175,98;15,27;18346864;-0,66;9,88;-7,68;18352472;16135167;5344;7520;8052;5608;26524;0,130999;7,633646058
-50,77;-163,53;7,86;18459392;-95,61;162,23;-19,56;18466544;143,81;-179,17;-2,63;18473048;150,73;175,98;15,27;18479492;-0,66;9,88;-7,68;18487688;16269292;7152;6504;6444;8196;28296;0,134125;7,455731594
-50,77;-163,53;7,86;18593424;-95,61;162,23;-19,56;18600500;143,81;-179,17;-2,63;18606744;150,73;175,98;15,27;18612220;-0,66;9,88;-7,68;18620104;16401402;7076;6244;5476;7884;26680;0,13211;7,569449701
-50,77;-163,53;7,86;18727868;-95,61;162,23;-19,56;18733216;143,81;-179,17;-2,63;18741040;150,73;175,98;15,27;18748780;-0,66;9,88;-7,68;18754432;16536536;5348;7824;7740;5652;26564;0,135134;7,400062161
-50,77;-163,53;7,86;18861120;-95,61;162,23;-19,56;18868160;143,81;-179,17;-2,63;18874092;150,73;175,98;15,27;18880304;-0,66;9,88;-7,68;18886364;16670784;7040;5932;6212;6060;25244;0,134248;7,448900542
-50,77;-163,53;7,86;18992316;-95,61;162,23;-19,56;19000208;143,81;-179,17;-2,63;19006212;150,73;175,98;15,27;19011708;-0,66;9,88;-7,68;19017764;16802780;7892;6004;5496;6056;25448;0,131996;7,575987151
-50,77;-163,53;7,86;19123256;-95,61;162,23;-19,56;19131456;143,81;-179,17;-2,63;19138252;150,73;175,98;15,27;19144688;-0,66;9,88;-7,68;19152720;16933903;8200;6796;6436;8032;29464;0,131123;7,626427095
-50,77;-163,53;7,86;19260640;-95,61;162,23;-19,56;19266172;143,81;-179,17;-2,63;19273224;150,73;175,98;15,27;19280076;-0,66;9,88;-7,68;19286760;17070851;5532;7052;6852;6684;26120;0,136948;7,302041651
-50,77;-163,53;7,86;19393340;-95,61;162,23;-19,56;19400288;143,81;-179,17;-2,63;19406280;150,73;175,98;15,27;19411788;-0,66;9,88;-7,68;19418220;17204147;6948;5992;5508;6432;24880;0,133296;7,502100588
-50,77;-163,53;7,86;19524380;-95,61;162,23;-19,56;19531824;143,81;-179,17;-2,63;19538792;150,73;175,98;15,27;19545032;-0,66;9,88;-7,68;19550752;17335276;7444;6968;6240;5720;26372;0,131129;7,626078137
-50,77;-163,53;7,86;19656076;-95,61;162,23;-19,56;19663860;143,81;-179,17;-2,63;19671688;150,73;175,98;15,27;19679476;-0,66;9,88;-7,68;19687760;17466366;7784;7828;7788;8284;31684;0,13109;7,628346937
-50,77;-163,53;7,86;19794260;-95,61;162,23;-19,56;19800356;143,81;-179,17;-2,63;19806408;150,73;175,98;15,27;19812328;-0,66;9,88;-7,68;19819388;17605521;6096;6052;5920;7060;25128;0,139155;7,186231181
-50,77;-163,53;7,86;19925780;-95,61;162,23;-19,56;19932908;143,81;-179,17;-2,63;19940656;150,73;175,98;15,27;19948536;-0,66;9,88;-7,68;19954636;17736644;7128;7748;7880;6100;28856;0,131123;7,626427095
