"59.95 -176.70 -1.90 4465564172.66 -178.37 -25.06 4473252-155.21 179.13 -4.39 4479320156.16 -175.66 -20.42 4485072-0.55 5.48 -11.53 449072" 0
"59.95 -176.70 -1.90 4596220172.66 -178.37 -25.06 4603964-155.09 179.15 -4.25 4610024156.29 -175.86 -20.08 4617280-0.55 5.48 -11.53 462292" 2389301
"59.95 -176.70 -1.90 4728736172.66 -178.37 -25.06 4735580nan nan nan 4741192nan nan nan 4742844-0.55 5.48 -11.53 474453" 2520366
"59.95 -176.70 -1.90 4851132172.66 -178.37 -25.06 4857336nan nan nan 4864088nan nan nan 4865740-0.55 5.48 -11.53 486742" 2643377
"59.95 -176.70 -1.90 4975148172.66 -178.37 -25.06 4981552nan nan nan 4989756nan nan nan 4996324-0.55 5.48 -11.53 500288" 2769858
"59.95 -176.70 -1.90 5108636172.66 -178.37 -25.06 5115208nan nan nan 5121904nan nan nan 5128436-0.55 5.48 -11.53 513500" 2901535
"59.95 -176.70 -1.90 5240372172.66 -178.37 -25.06 5247636nan nan nan 5253624nan nan nan 5260152-0.55 5.48 -11.53 526668" 3032416
"59.95 -176.70 -1.90 5372504172.66 -178.37 -25.06 5379000nan nan nan 5384808nan nan nan 5391348-0.55 5.48 -11.53 539791" 3167033
"59.95 -176.70 -1.90 5504616172.66 -178.37 -25.06 5510612nan nan nan 5516224nan nan nan 5522768-0.55 5.48 -11.53 552934" 3298849
"59.95 -176.70 -1.90 5636928172.66 -178.37 -25.06 5642724nan nan nan 5648328nan nan nan 5654888-0.55 5.48 -11.53 566142" 3429885
"59.95 -176.70 -1.90 5769196172.66 -178.37 -25.06 5776020nan nan nan 5783760nan nan nan 5790316-0.55 5.48 -11.53 579690" 3564343
"59.95 -176.70 -1.90 5902660172.66 -178.37 -25.06 5910372nan nan nan 5917780nan nan nan 5924300-0.55 5.48 -11.53 593082" 3695877
"59.95 -176.70 -1.90 6037764172.66 -178.37 -25.06 6043236nan nan nan 6050012nan nan nan 6056544-0.55 5.48 -11.53 606310" 3831010
"59.95 -176.70 -1.90 6171072172.66 -178.37 -25.06 6177776nan nan nan 6183836nan nan nan 6190392-0.55 5.48 -11.53 619693" 3966470
"59.95 -176.70 -1.90 6303660172.66 -178.37 -25.06 6311760nan nan nan 6319740nan nan nan 6326304-0.55 5.48 -11.53 633287" 4096926
"59.95 -176.70 -1.90 6439780172.66 -178.37 -25.06 6445176nan nan nan 6452692nan nan nan 6459208-0.55 5.48 -11.53 646578" 4231920
"59.95 -176.70 -1.90 6573380172.66 -178.37 -25.06 6580484nan nan nan 6586544nan nan nan 6593088-0.55 5.48 -11.53 659963" 4367456
"59.95 -176.70 -1.90 6706004172.66 -178.37 -25.06 6713700nan nan nan 6721216nan nan nan 6727820-0.55 5.48 -11.53 673440" 4498377
"59.95 -176.70 -1.90 6840904172.66 -178.37 -25.06 6846876nan nan nan 6854828nan nan nan 6861376-0.55 5.48 -11.53 686793" 4633916
"59.95 -176.70 -1.90 6975640172.66 -178.37 -25.06 6982996nan nan nan 6988604nan nan nan 6995184-0.55 5.48 -11.53 700174" 4769000
"59.95 -176.70 -1.90 7108088172.66 -178.37 -25.06 7115832nan nan nan 7121888nan nan nan 7128436-0.55 5.48 -11.53 713502" 4903389
"59.95 -176.70 -1.90 7240796172.66 -178.37 -25.06 7247816nan nan nan 7254928nan nan nan 7261412-0.55 5.48 -11.53 726800" 5034895
"59.95 -176.70 -1.90 7375380172.66 -178.37 -25.06 7381244nan nan nan 7389176nan nan nan 7395748-0.55 5.48 -11.53 740222" 5169976
"59.95 -176.70 -1.90 7509280172.66 -178.37 -25.06 7517432nan nan nan 7523048nan nan nan 7529624-0.55 5.48 -11.53 753618" 5304970
"59.95 -176.70 -1.90 7641564172.66 -178.37 -25.06 7649060nan nan nan 7654876nan nan nan 7661440-0.55 5.48 -11.53 766797" 5436000
"59.95 -176.70 -1.90 7773800172.66 -178.37 -25.06 7780412nan nan nan 7786412nan nan nan 7792968-0.55 5.48 -11.53 779950" 5567468
"59.95 -176.70 -1.90 7904900172.66 -178.37 -25.06 7911388nan nan nan 7916996nan nan nan 7923568-0.55 5.48 -11.53 793018" 5698012
"59.95 -176.70 -1.90 8036508172.66 -178.37 -25.06 8042488nan nan nan 8048356nan nan nan 8054888-0.55 5.48 -11.53 806144" 5833440
