;;;;;;;;;;;;;;;;;;;;;delta12[?s];delta23[?s];delta34[?s];delta54[?s];Razem[?s];Przesy³ SerialPort [s];Przesy³ SerialPort [Hz]
-51,45;-163,58;7,95;7295192;-95,87;162,22;-19,66;7302380;145,53;-179,13;-2,81;7310068;150,57;175,95;15,32;7322700;-0,65;9,84;-7,59;7351820;5167381;7188;7688;12632;29120;56628;0,179882;5,55919992
-51,45;-163,58;7,95;7478924;-95,87;162,22;-19,66;7486392;145,53;-179,13;-2,81;7492544;150,57;175,95;15,32;7506716;-0,65;9,84;-7,59;7535836;5352089;7468;6152;14172;29120;56912;0,184708;5,413950668
-51,45;-163,58;7,95;7662936;-95,87;162,22;-19,66;7668652;145,53;-179,13;-2,81;7674100;150,57;175,95;15,32;7688976;-0,65;9,84;-7,59;7718096;5535984;5716;5448;14876;29120;55160;0,183895;5,43788575
-51,45;-163,58;7,95;7845196;-95,87;162,22;-19,66;7850536;145,53;-179,13;-2,81;7856908;150,57;175,95;15,32;7870860;-0,65;9,84;-7,59;7899980;5720617;5340;6372;13952;29120;54784;0,184633;5,416149876
-51,45;-163,58;7,95;8027084;-95,87;162,22;-19,66;8032832;145,53;-179,13;-2,81;8040488;150,57;175,95;15,32;8053160;-0,65;9,84;-7,59;8082276;5900882;5748;7656;12672;29116;55192;0,180265;5,547388567
-51,45;-163,58;7,95;8209376;-95,87;162,22;-19,66;8216368;145,53;-179,13;-2,81;8222892;150,57;175,95;15,32;8236704;-0,65;9,84;-7,59;8265824;6084666;6992;6524;13812;29120;56448;0,183784;5,441170069
-51,45;-163,58;7,95;8392928;-95,87;162,22;-19,66;8398700;145,53;-179,13;-2,81;8404132;150,57;175,95;15,32;8419028;-0,65;9,84;-7,59;8448152;6269761;5772;5432;14896;29124;55224;0,185095;5,402631081
-51,45;-163,58;7,95;8575252;-95,87;162,22;-19,66;8581900;145,53;-179,13;-2,81;8589080;150,57;175,95;15,32;8602224;-0,65;9,84;-7,59;8631348;6449580;6648;7180;13144;29124;56096;0,179819;5,561147598
-51,45;-163,58;7,95;8758448;-95,87;162,22;-19,66;8763828;145,53;-179,13;-2,81;8769684;150,57;175,95;15,32;8784148;-0,65;9,84;-7,59;8813268;6633980;5380;5856;14464;29120;54820;0,1844;5,422993492
-51,45;-163,58;7,95;8940372;-95,87;162,22;-19,66;8945700;145,53;-179,13;-2,81;8952896;150,57;175,95;15,32;8966020;-0,65;9,84;-7,59;8995136;6814245;5328;7196;13124;29116;54764;0,180265;5,547388567
-51,45;-163,58;7,95;9122240;-95,87;162,22;-19,66;9127988;145,53;-179,13;-2,81;9134172;150,57;175,95;15,32;9148316;-0,65;9,84;-7,59;9177436;6998493;5748;6184;14144;29120;55196;0,184248;5,427467327
-51,45;-163,58;7,95;9304540;-95,87;162,22;-19,66;9312196;145,53;-179,13;-2,81;9317624;150,57;175,95;15,32;9332528;-0,65;9,84;-7,59;9361648;7178742;7656;5428;14904;29120;57108;0,180249;5,547880987
-51,45;-163,58;7,95;9488748;-95,87;162,22;-19,66;9495844;145,53;-179,13;-2,81;9503400;150,57;175,95;15,32;9516164;-0,65;9,84;-7,59;9545284;7362991;7096;7556;12764;29120;56536;0,184249;5,427437869
-51,45;-163,58;7,95;9672384;-95,87;162,22;-19,66;9677704;145,53;-179,13;-2,81;9684344;150,57;175,95;15,32;9698036;-0,65;9,84;-7,59;9727156;7547363;5320;6640;13692;29120;54772;0,184372;5,423817065
-51,45;-163,58;7,95;9854256;-95,87;162,22;-19,66;9859940;145,53;-179,13;-2,81;9865816;150,57;175,95;15,32;9880268;-0,65;9,84;-7,59;9909388;7731615;5684;5876;14452;29120;55132;0,184252;5,4273495
-51,45;-163,58;7,95;10036492;-95,87;162,22;-19,66;10042892;145,53;-179,13;-2,81;10049332;150,57;175,95;15,32;10066288;-0,65;9,84;-7,59;10096444;7911861;6400;6440;16956;30156;59952;0,180246;5,547973325
-51,45;-163,58;7,95;10224584;-95,87;162,22;-19,66;10229992;145,53;-179,13;-2,81;10235844;150,57;175,95;15,32;10253384;-0,65;9,84;-7,59;10283544;8100091;5408;5852;17540;30160;58960;0,18823;5,312649418
-51,45;-163,58;7,95;10411680;-95,87;162,22;-19,66;10419024;145,53;-179,13;-2,81;10425584;150,57;175,95;15,32;10442428;-0,65;9,84;-7,59;10472588;8288729;7344;6560;16844;30160;60908;0,188638;5,301158833
-51,45;-163,58;7,95;10600728;-95,87;162,22;-19,66;10606320;145,53;-179,13;-2,81;10614060;150,57;175,95;15,32;10629720;-0,65;9,84;-7,59;10659880;8477103;5592;7740;15660;30160;59152;0,188374;5,308588234
-51,45;-163,58;7,95;10788024;-95,87;162,22;-19,66;10793572;145,53;-179,13;-2,81;10799648;150,57;175,95;15,32;10816972;-0,65;9,84;-7,59;10847132;8665476;5548;6076;17324;30160;59108;0,188373;5,308616415
-51,45;-163,58;7,95;10975280;-95,87;162,22;-19,66;10981984;145,53;-179,13;-2,81;10987460;150,57;175,95;15,32;11005392;-0,65;9,84;-7,59;11035552;8850566;6704;5476;17932;30160;60272;0,18509;5,402777027
-51,45;-163,58;7,95;11163700;-95,87;162,22;-19,66;11171344;145,53;-179,13;-2,81;11177120;150,57;175,95;15,32;11194740;-0,65;9,84;-7,59;11224896;9042221;7644;5776;17620;30156;61196;0,191655;5,217708904
-51,45;-163,58;7,95;11353036;-95,87;162,22;-19,66;11358420;145,53;-179,13;-2,81;11365904;150,57;175,95;15,32;11381820;-0,65;9,84;-7,59;11411980;9230717;5384;7484;15916;30160;58944;0,188496;5,305152364
-51,45;-163,58;7,95;11540124;-95,87;162,22;-19,66;11545496;145,53;-179,13;-2,81;11552640;150,57;175,95;15,32;11568904;-0,65;9,84;-7,59;11599064;9415242;5372;7144;16264;30160;58940;0,184525;5,419319875
-51,45;-163,58;7,95;11727208;-95,87;162,22;-19,66;11734536;145,53;-179,13;-2,81;11740468;150,57;175,95;15,32;11757936;-0,65;9,84;-7,59;11788096;9603463;7328;5932;17468;30160;60888;0,188221;5,312903449
-51,45;-163,58;7,95;11916240;-95,87;162,22;-19,66;11924084;145,53;-179,13;-2,81;11930028;150,57;175,95;15,32;11947492;-0,65;9,84;-7,59;11977652;9791722;7844;5944;17464;30160;61412;0,188259;5,311831041
-51,45;-163,58;7,95;12105792;-95,87;162,22;-19,66;12111176;145,53;-179,13;-2,81;12117772;150,57;175,95;15,32;12134572;-0,65;9,84;-7,59;12164732;9984334;5384;6596;16800;30160;58940;0,192612;5,19178452
-51,45;-163,58;7,95;12292876;-95,87;162,22;-19,66;12298532;145,53;-179,13;-2,81;12306256;150,57;175,95;15,32;12321928;-0,65;9,84;-7,59;12352088;10168582;5656;7724;15672;30160;59212;0,184248;5,427467327
-51,45;-163,58;7,95;12480236;-95,87;162,22;-19,66;12487612;145,53;-179,13;-2,81;12495568;150,57;175,95;15,32;12511012;-0,65;9,84;-7,59;12541176;10357083;7376;7956;15444;30164;60940;0,188501;5,305011645
-51,45;-163,58;7,95;12669312;-95,87;162,22;-19,66;12677192;145,53;-179,13;-2,81;12684868;150,57;175,95;15,32;12700592;-0,65;9,84;-7,59;12730752;10545452;7880;7676;15724;30160;61440;0,188369;5,308729143
-51,45;-163,58;7,95;12858896;-95,87;162,22;-19,66;12864288;145,53;-179,13;-2,81;12869792;150,57;175,95;15,32;12887688;-0,65;9,84;-7,59;12917848;10737951;5392;5504;17896;30160;58952;0,192499;5,194832181
-51,45;-163,58;7,95;13045992;-95,87;162,22;-19,66;13051728;145,53;-179,13;-2,81;13058292;150,57;175,95;15,32;13075136;-0,65;9,84;-7,59;13105296;10922200;5736;6564;16844;30160;59304;0,184249;5,427437869
-51,45;-163,58;7,95;13233440;-95,87;162,22;-19,66;13240884;145,53;-179,13;-2,81;13248100;150,57;175,95;15,32;13264284;-0,65;9,84;-7,59;13294448;11110696;7444;7216;16184;30164;61008;0,188496;5,305152364
-51,45;-163,58;7,95;13422588;-95,87;162,22;-19,66;13430540;145,53;-179,13;-2,81;13437968;150,57;175,95;15,32;13453944;-0,65;9,84;-7,59;13484104;11299054;7952;7428;15976;30160;61516;0,188358;5,30903917
-51,45;-163,58;7,95;13612248;-95,87;162,22;-19,66;13617668;145,53;-179,13;-2,81;13623176;150,57;175,95;15,32;13641064;-0,65;9,84;-7,59;13671224;11491568;5420;5508;17888;30160;58976;0,192514;5,194427418
-51,45;-163,58;7,95;13799368;-95,87;162,22;-19,66;13805116;145,53;-179,13;-2,81;13810596;150,57;175,95;15,32;13828524;-0,65;9,84;-7,59;13858684;11675938;5748;5480;17928;30160;59316;0,18437;5,423875902
-51,45;-163,58;7,95;13986832;-95,87;162,22;-19,66;13994320;145,53;-179,13;-2,81;14000180;150,57;175,95;15,32;14017712;-0,65;9,84;-7,59;14047876;11864365;7488;5860;17532;30164;61044;0,188427;5,307095055
-51,45;-163,58;7,95;14176012;-95,87;162,22;-19,66;14183948;145,53;-179,13;-2,81;14190176;150,57;175,95;15,32;14207344;-0,65;9,84;-7,59;14237504;12056812;7936;6228;17168;30160;61492;0,192447;5,196235847
-51,45;-163,58;7,95;14365648;-95,87;162,22;-19,66;14371032;145,53;-179,13;-2,81;14376984;150,57;175,95;15,32;14394428;-0,65;9,84;-7,59;14424588;12245184;5384;5952;17444;30160;58940;0,188372;5,308644597
-51,45;-163,58;7,95;14552732;-95,87;162,22;-19,66;14558480;145,53;-179,13;-2,81;14565384;150,57;175,95;15,32;14581876;-0,65;9,84;-7,59;14612036;12433557;5748;6904;16492;30160;59304;0,188373;5,308616415
-51,45;-163,58;7,95;14740176;-95,87;162,22;-19,66;14747752;145,53;-179,13;-2,81;14753684;150,57;175,95;15,32;14771156;-0,65;9,84;-7,59;14801316;12617926;7576;5932;17472;30160;61140;0,184369;5,42390532
-51,45;-163,58;7,95;14929460;-95,87;162,22;-19,66;14937360;145,53;-179,13;-2,81;14943300;150,57;175,95;15,32;14960760;-0,65;9,84;-7,59;14990920;12810428;7900;5940;17460;30160;61460;0,192502;5,194751223
-51,45;-163,58;7,95;15119060;-95,87;162,22;-19,66;15124484;145,53;-179,13;-2,81;15130904;150,57;175,95;15,32;15147884;-0,65;9,84;-7,59;15178044;12998800;5424;6420;16980;30160;58984;0,188372;5,308644597
-51,45;-163,58;7,95;15306180;-95,87;162,22;-19,66;15311936;145,53;-179,13;-2,81;15319936;150,57;175,95;15,32;15335328;-0,65;9,84;-7,59;15365488;13187173;5756;8000;15392;30160;59308;0,188373;5,308616415
-51,45;-163,58;7,95;15493632;-95,87;162,22;-19,66;15501120;145,53;-179,13;-2,81;15508996;150,57;175,95;15,32;15524520;-0,65;9,84;-7,59;15554676;13371543;7488;7876;15524;30156;61044;0,18437;5,423875902
-51,45;-163,58;7,95;15682820;-95,87;162,22;-19,66;15690720;145,53;-179,13;-2,81;15698860;150,57;175,95;15,32;15714124;-0,65;9,84;-7,59;15744284;13563935;7900;8140;15264;30160;61464;0,192392;5,197721319
-51,45;-163,58;7,95;15872428;-95,87;162,22;-19,66;15877804;145,53;-179,13;-2,81;15883296;150,57;175,95;15,32;15901208;-0,65;9,84;-7,59;15931368;13752294;5376;5492;17912;30160;58940;0,188359;5,309010984
-51,45;-163,58;7,95;16059508;-95,87;162,22;-19,66;16065244;145,53;-179,13;-2,81;16071960;150,57;175,95;15,32;16088652;-0,65;9,84;-7,59;16118812;13940914;5736;6716;16692;30160;59304;0,18862;5,301664723
-51,45;-163,58;7,95;16246956;-95,87;162,22;-19,66;16254460;145,53;-179,13;-2,81;16261540;150,57;175,95;15,32;16277856;-0,65;9,84;-7,59;16308016;14125160;7504;7080;16316;30160;61060;0,184246;5,427526242
-51,45;-163,58;7,95;16436156;-95,87;162,22;-19,66;16444076;145,53;-179,13;-2,81;16451292;150,57;175,95;15,32;16467484;-0,65;9,84;-7,59;16497648;14317657;7920;7216;16192;30164;61492;0,192497;5,194886154
-51,45;-163,58;7,95;16625788;-95,87;162,22;-19,66;16631168;145,53;-179,13;-2,81;16638536;150,57;175,95;15,32;16654568;-0,65;9,84;-7,59;16684728;14506031;5380;7368;16032;30160;58940;0,188374;5,308588234
-51,45;-163,58;7,95;16812872;-95,87;162,22;-19,66;16818616;145,53;-179,13;-2,81;16824100;150,57;175,95;15,32;16842016;-0,65;9,84;-7,59;16872176;14694590;5744;5484;17916;30160;59304;0,188559;5,303379844
-51,45;-163,58;7,95;17000320;-95,87;162,22;-19,66;17007884;145,53;-179,13;-2,81;17013488;150,57;175,95;15,32;17031284;-0,65;9,84;-7,59;17061444;14882858;7564;5604;17796;30160;61124;0,188268;5,311577113
-51,45;-163,58;7,95;17189584;-95,87;162,22;-19,66;17197508;145,53;-179,13;-2,81;17203392;150,57;175,95;15,32;17220900;-0,65;9,84;-7,59;17251060;15071274;7924;5884;17508;30160;61476;0,188416;5,307404891
-51,45;-163,58;7,95;17379200;-95,87;162,22;-19,66;17384568;145,53;-179,13;-2,81;17392024;150,57;175,95;15,32;17407972;-0,65;9,84;-7,59;17438132;15259530;5368;7456;15948;30160;58932;0,188256;5,311915689
-51,45;-163,58;7,95;17566276;-95,87;162,22;-19,66;17572044;145,53;-179,13;-2,81;17577540;150,57;175,95;15,32;17595444;-0,65;9,84;-7,59;17625604;15447975;5768;5496;17904;30160;59328;0,188445;5,306588129
-51,45;-163,58;7,95;17753744;-95,87;162,22;-19,66;17761184;145,53;-179,13;-2,81;17767352;150,57;175,95;15,32;17784580;-0,65;9,84;-7,59;17814740;15636517;7440;6168;17228;30160;60996;0,188542;5,303858026
-51,45;-163,58;7,95;17942884;-95,87;162,22;-19,66;17950820;145,53;-179,13;-2,81;17956736;150,57;175,95;15,32;17974212;-0,65;9,84;-7,59;18004372;15824892;7936;5916;17476;30160;61488;0,188375;5,308560053
-51,45;-163,58;7,95;18132516;-95,87;162,22;-19,66;18137944;145,53;-179,13;-2,81;18144144;150,57;175,95;15,32;18161348;-0,65;9,84;-7,59;18191508;16013256;5428;6200;17204;30160;58992;0,188364;5,30887006
-51,45;-163,58;7,95;18319648;-95,87;162,22;-19,66;18325412;145,53;-179,13;-2,81;18332200;150,57;175,95;15,32;18348820;-0,65;9,84;-7,59;18378980;16201636;5764;6788;16620;30160;59332;0,18838;5,308419153
-51,45;-163,58;7,95;18507120;-95,87;162,22;-19,66;18514700;145,53;-179,13;-2,81;18522348;150,57;175,95;15,32;18538100;-0,65;9,84;-7,59;18568260;16389569;7580;7648;15752;30160;61140;0,187933;5,321045266
-51,45;-163,58;7,95;18696404;-95,87;162,22;-19,66;18704332;145,53;-179,13;-2,81;18712072;150,57;175,95;15,32;18727744;-0,65;9,84;-7,59;18757904;16578487;7928;7740;15672;30160;61500;0,188918;5,293301856
-51,45;-163,58;7,95;18886044;-95,87;162,22;-19,66;18891424;145,53;-179,13;-2,81;18897340;150,57;175,95;15,32;18914828;-0,65;9,84;-7,59;18944988;16766880;5380;5916;17488;30160;58944;0,188393;5,308052847
-51,45;-163,58;7,95;19073128;-95,87;162,22;-19,66;19078864;145,53;-179,13;-2,81;19084940;150,57;175,95;15,32;19102260;-0,65;9,84;-7,59;19132428;16955251;5736;6076;17320;30168;59300;0,188371;5,308672779
-51,45;-163,58;7,95;19260564;-95,87;162,22;-19,66;19268120;145,53;-179,13;-2,81;19274924;150,57;175,95;15,32;19291516;-0,65;9,84;-7,59;19321676;17144016;7556;6804;16592;30160;61112;0,188765;5,297592244
-51,45;-163,58;7,95;19449816;-95,87;162,22;-19,66;19457720;145,53;-179,13;-2,81;19464460;150,57;175,95;15,32;19481120;-0,65;9,84;-7,59;19511280;17332123;7904;6740;16660;30160;61464;0,188107;5,31612327
-51,45;-163,58;7,95;19639420;-95,87;162,22;-19,66;19644832;145,53;-179,13;-2,81;19652760;150,57;175,95;15,32;19668228;-0,65;9,84;-7,59;19698388;17520494;5412;7928;15468;30160;58968;0,188371;5,308672779
-51,45;-163,58;7,95;19826528;-95,87;162,22;-19,66;19832276;145,53;-179,13;-2,81;19838224;150,57;175,95;15,32;19855676;-0,65;9,84;-7,59;19885836;17708815;5748;5948;17452;30160;59308;0,188321;5,310082253
-51,45;-163,58;7,95;20013980;-95,87;162,22;-19,66;20021476;145,53;-179,13;-2,81;20026972;150,57;175,95;15,32;20044880;-0,65;9,84;-7,59;20075040;17897365;7496;5496;17908;30160;61060;0,18855;5,303632989
-51,45;-163,58;7,95;20203180;-95,87;162,22;-19,66;20211104;145,53;-179,13;-2,81;20216596;150,57;175,95;15,32;20234496;-0,65;9,84;-7,59;20264656;18085739;7924;5492;17900;30160;61476;0,188374;5,308588234
-51,45;-163,58;7,95;20392800;-95,87;162,22;-19,66;20398184;145,53;-179,13;-2,81;20405232;150,57;175,95;15,32;20421580;-0,65;9,84;-7,59;20451740;18274297;5384;7048;16348;30160;58940;0,188558;5,30340797
-51,45;-163,58;7,95;20579880;-95,87;162,22;-19,66;20585632;145,53;-179,13;-2,81;20593600;150,57;175,95;15,32;20609032;-0,65;9,84;-7,59;20639188;18462485;5752;7968;15432;30156;59308;0,188188;5,313835101
-51,45;-163,58;7,95;20767328;-95,87;162,22;-19,66;20774892;145,53;-179,13;-2,81;20780384;150,57;175,95;15,32;20798292;-0,65;9,84;-7,59;20828452;18650778;7564;5492;17908;30160;61124;0,188293;5,310871886
-51,45;-163,58;7,95;20956596;-95,87;162,22;-19,66;20964520;145,53;-179,13;-2,81;20971532;150,57;175,95;15,32;20987916;-0,65;9,84;-7,59;21018072;18839355;7924;7012;16384;30156;61476;0,188577;5,302873627
-51,45;-163,58;7,95;21146216;-95,87;162,22;-19,66;21151596;145,53;-179,13;-2,81;21157156;150,57;175,95;15,32;21174996;-0,65;9,84;-7,59;21205156;19027853;5380;5560;17840;30160;58940;0,188498;5,305096075
-51,45;-163,58;7,95;21333296;-95,87;162,22;-19,66;21339024;145,53;-179,13;-2,81;21346100;150,57;175,95;15,32;21362428;-0,65;9,84;-7,59;21392588;19216225;5728;7076;16328;30160;59292;0,188372;5,308644597
-51,45;-163,58;7,95;21520728;-95,87;162,22;-19,66;21528300;145,53;-179,13;-2,81;21535124;150,57;175,95;15,32;21551708;-0,65;9,84;-7,59;21581868;19404597;7572;6824;16584;30160;61140;0,188372;5,308644597
-51,45;-163,58;7,95;21710008;-95,87;162,22;-19,66;21717916;145,53;-179,13;-2,81;21725908;150,57;175,95;15,32;21741328;-0,65;9,84;-7,59;21771488;19592969;7908;7992;15420;30160;61480;0,188372;5,308644597
-51,45;-163,58;7,95;21899624;-95,87;162,22;-19,66;21905004;145,53;-179,13;-2,81;21911560;150,57;175,95;15,32;21928408;-0,65;9,84;-7,59;21958568;19785469;5380;6556;16848;30160;58944;0,1925;5,194805195
-51,45;-163,58;7,95;22086716;-95,87;162,22;-19,66;22092452;145,53;-179,13;-2,81;22098024;150,57;175,95;15,32;22115856;-0,65;9,84;-7,59;22146016;19969841;5736;5572;17832;30160;59300;0,184372;5,423817065
-51,45;-163,58;7,95;22274156;-95,87;162,22;-19,66;22281640;145,53;-179,13;-2,81;22287712;150,57;175,95;15,32;22305032;-0,65;9,84;-7,59;22335192;20157810;7484;6072;17320;30160;61036;0,187969;5,320026175
-51,45;-163,58;7,95;22463336;-95,87;162,22;-19,66;22471348;145,53;-179,13;-2,81;22477852;150,57;175,95;15,32;22494752;-0,65;9,84;-7,59;22524912;20346585;8012;6504;16900;30160;61576;0,188775;5,297311614
-51,45;-163,58;7,95;22653056;-95,87;162,22;-19,66;22658464;145,53;-179,13;-2,81;22666216;150,57;175,95;15,32;22681864;-0,65;9,84;-7,59;22712024;20539084;5408;7752;15648;30160;58968;0,192499;5,194832181
-51,45;-163,58;7,95;22840168;-95,87;162,22;-19,66;22845940;145,53;-179,13;-2,81;22852588;150,57;175,95;15,32;22869336;-0,65;9,84;-7,59;22899496;20723393;5772;6648;16748;30160;59328;0,184309;5,42567102
-51,45;-163,58;7,95;23027640;-95,87;162,22;-19,66;23035268;145,53;-179,13;-2,81;23041212;150,57;175,95;15,32;23058668;-0,65;9,84;-7,59;23088828;20911832;7628;5944;17456;30160;61188;0,188439;5,306757094
-51,45;-163,58;7,95;23216968;-95,87;162,22;-19,66;23224804;145,53;-179,13;-2,81;23230292;150,57;175,95;15,32;23248208;-0,65;9,84;-7,59;23278368;21100200;7836;5488;17916;30160;61400;0,188368;5,308757326
-51,45;-163,58;7,95;23406512;-95,87;162,22;-19,66;23411900;145,53;-179,13;-2,81;23418340;150,57;175,95;15,32;23435292;-0,65;9,84;-7,59;23465452;21292694;5388;6440;16952;30160;58940;0,192494;5,194967116
-51,45;-163,58;7,95;23593592;-95,87;162,22;-19,66;23599540;145,53;-179,13;-2,81;23607360;150,57;175,95;15,32;23622932;-0,65;9,84;-7,59;23653092;21477073;5948;7820;15572;30160;59500;0,184379;5,423611149
-51,45;-163,58;7,95;23781236;-95,87;162,22;-19,66;23788708;145,53;-179,13;-2,81;23796508;150,57;175,95;15,32;23812116;-0,65;9,84;-7,59;23842268;21665446;7472;7800;15608;30152;61032;0,188373;5,308616415
-51,45;-163,58;7,95;23970412;-95,87;162,22;-19,66;23978364;145,53;-179,13;-2,81;23983856;150,57;175,95;15,32;24001752;-0,65;9,84;-7,59;24031912;21857945;7952;5492;17896;30160;61500;0,192499;5,194832181
-51,45;-163,58;7,95;24160056;-95,87;162,22;-19,66;24165436;145,53;-179,13;-2,81;24171084;150,57;175,95;15,32;24188836;-0,65;9,84;-7,59;24218996;22046315;5380;5648;17752;30160;58940;0,18837;5,308700961
-51,45;-163,58;7,95;24347136;-95,87;162,22;-19,66;24353080;145,53;-179,13;-2,81;24359492;150,57;175,95;15,32;24376480;-0,65;9,84;-7,59;24406640;22234815;5944;6412;16988;30160;59504;0,1885;5,305039788
-51,45;-163,58;7,95;24534780;-95,87;162,22;-19,66;24542260;145,53;-179,13;-2,81;24549124;150,57;175,95;15,32;24565656;-0,65;9,84;-7,59;24595816;22420079;7480;6864;16532;30160;61036;0,185264;5,397702738
-51,45;-163,58;7,95;24723952;-95,87;162,22;-19,66;24731856;145,53;-179,13;-2,81;24738940;150,57;175,95;15,32;24755260;-0,65;9,84;-7,59;24785420;22611560;7904;7084;16320;30160;61468;0,191481;5,222450269
-51,45;-163,58;7,95;24913560;-95,87;162,22;-19,66;24918928;145,53;-179,13;-2,81;24926592;150,57;175,95;15,32;24942328;-0,65;9,84;-7,59;24972488;22799931;5368;7664;15736;30160;58928;0,188371;5,308672779
-51,45;-163,58;7,95;25100632;-95,87;162,22;-19,66;25106392;145,53;-179,13;-2,81;25112020;150,57;175,95;15,32;25129804;-0,65;9,84;-7,59;25159960;22987672;5760;5628;17784;30156;59328;0,187741;5,326487022
-51,45;-163,58;7,95;25288104;-95,87;162,22;-19,66;25295592;145,53;-179,13;-2,81;25301108;150,57;175,95;15,32;25318992;-0,65;9,84;-7,59;25349152;23172664;7488;5516;17884;30160;61048;0,184992;5,405639163
-51,45;-163,58;7,95;25477292;-95,87;162,22;-19,66;25485148;145,53;-179,13;-2,81;25491012;150,57;175,95;15,32;25508556;-0,65;9,84;-7,59;25538716;23365177;7856;5864;17544;30160;61424;0,192513;5,1944544
-51,45;-163,58;7,95;25666860;-95,87;162,22;-19,66;25672224;145,53;-179,13;-2,81;25679852;150,57;175,95;15,32;25695628;-0,65;9,84;-7,59;25725788;23553786;5364;7628;15776;30160;58928;0,188609;5,301973925
-51,45;-163,58;7,95;25853928;-95,87;162,22;-19,66;25859884;145,53;-179,13;-2,81;25867416;150,57;175,95;15,32;25883284;-0,65;9,84;-7,59;25913440;23741810;5956;7532;15868;30156;59512;0,188024;5,318469983
-51,45;-163,58;7,95;26041584;-95,87;162,22;-19,66;26049052;145,53;-179,13;-2,81;26055624;150,57;175,95;15,32;26072444;-0,65;9,84;-7,59;26102604;23930421;7468;6572;16820;30160;61020;0,188611;5,301917704
-51,45;-163,58;7,95;26230748;-95,87;162,22;-19,66;26238644;145,53;-179,13;-2,81;26244568;150,57;175,95;15,32;26262048;-0,65;9,84;-7,59;26292212;24118793;7896;5924;17480;30164;61464;0,188372;5,308644597
